registerNum,country1,durationDays,peopleDead,peopleDisplaced,mainCause1,severity,affectedSqKm,magnitude,centroidX,centroidY,region,sub_region,year,HDI,lifeExp,yearsSchool,GNIPerCapita
3588,Brazil,10,85,2500,Heavy Rain,extreme,210052.33,6.623357499,-43.7619,-21.8476,Americas,South America,2010,0.755,74.5,15.2,15175
3587,Italy,7,0,500,Heavy Rain,large,40932.75,5.457168963,12.7554,42.7931,Europe,Southern Europe,2009,0.873,83.1,16,33030
3586,Australia,4,0,0,Heavy Rain,large,149317.65,5.776171138,151.752,-31.1753,Oceania,Australia and New Zealand,2009,0.935,82.4,20.2,42261
3585,Morocco,2,5,25,Heavy Rain,large,157481.42,5.498259318,-6.77769,31.8122,Africa,Northern Africa,2009,0.628,74,11.6,6850
3583,Peru,2,0,0,Heavy Rain,large,172579,5.538017944,-75.0108,-11.826,Americas,South America,2009,0.734,74.6,13.1,11015
3582,Sri Lanka,3,0,300000,Heavy Rain,large,15648.61,4.671597022,81.2742,8.02347,Asia,Southern Asia,2009,0.757,74.9,13.7,9779
3581,Fiji,2,3,700,Hurricane/Tropical Storm,large,4708.95,3.973954075,177.919,-17.7451,Oceania,Melanesia,2009,0.727,70,15.7,7493
3580,United States,4,0,0,Heavy Rain,large,314990.21,6.100357047,-86.4816,32.4653,Americas,Northern America,2009,0.915,79.1,16.5,52947
3579,Saudi Arabia,3,116,0,Heavy Rain,large,114601.3,5.536310799,40.2282,21.2394,Asia,Western Asia,2009,0.837,74.3,16.3,52821
3578,Malaysia,7,0,9062,Heavy Rain,large,37559.51,5.419817958,102.358,4.99247,Asia,South-Eastern Asia,2009,0.779,74.7,12.7,22762
3577,Uruguay,18,12,22000,Heavy Rain,very large,43485.41,6.069707333,-56.4778,-31.257,Americas,South America,2009,0.793,77.2,15.5,19283
3576,Sri Lanka,2,0,60000,Heavy Rain,large,919.901,3.264771087,79.9424,7.07182,Asia,Southern Asia,2009,0.757,74.9,13.7,9779
3575,Turkey,2,4,0,Heavy Rain,large,15625.3,4.49485836,40.0139,40.8337,Asia,Western Asia,2009,0.761,75.3,14.5,18677
3574,Singapore,2,0,0,Heavy Rain,very large,1051.3,3.498847919,103.833,1.4308,Asia,South-Eastern Asia,2009,0.912,83,15.4,76628
3573,United Kingdom,17,0,0,Heavy Rain,extreme,106621.91,6.559325375,-1.675,53.9986,Europe,Northern Europe,2009,0.907,80.7,16.2,39267
3572,Argentina,9,0,1793,Heavy Rain,large,415044.91,6.572337602,-59.0496,-32.9919,Americas,South America,2009,0.836,76.3,17.9,22050
3571,Spain,2,0,1793,Heavy Rain,large,39815.5,4.90108217,-7.51247,42.5278,Europe,Southern Europe,2009,0.876,82.6,17.3,32045
3570,Malaysia,7,0,1793,Heavy Rain,large,14486.49,5.006061211,100.96,5.74257,Asia,South-Eastern Asia,2009,0.779,74.7,12.7,22762
3568,Brazil,2,3,200,Heavy Rain,large,47896.55,4.981334228,-43.1241,-22.5416,Americas,South America,2009,0.755,74.5,15.2,15175
3567,United States,4,0,0,Hurricane/Tropical Storm,large,468142.06,6.272437653,-83.7465,35.1595,Americas,Northern America,2009,0.915,79.1,16.5,52947
3566,India,6,70,0,Heavy Rain,very large,35725.31,5.507218515,77.8452,11.4729,Asia,Southern Asia,2009,0.609,68,11.7,5497
3565,Thailand,2,15,6800,Monsoon,large,63930.73,5.106739659,99.9172,7.47238,Asia,South-Eastern Asia,2009,0.726,74.4,13.5,13323
3564,Australia,3,0,0,Heavy Rain,large,98552.75,5.470790002,151.64,-30.3895,Oceania,Australia and New Zealand,2009,0.935,82.4,20.2,42261
3563,El Salvador,3,192,35000,Heavy Rain,extreme,5541.42,4.521772318,-89.0023,13.7691,Americas,Central America,2009,0.666,73,12.3,7349
3562,Mexico,12,0,200000,Heavy Rain,very large,44315.33,5.901826493,-91.0498,18.484,Americas,Central America,2009,0.756,76.8,13.1,16056
3561,United States,3,0,0,Heavy Rain,large,14193.55,4.629212287,-3.12416,55.6621,Americas,Northern America,2009,0.915,79.1,16.5,52947
3560,Philippines,6,0,98,Hurricane/Tropical Storm,very large,124931.91,6.050915889,107.665,14.9121,Asia,South-Eastern Asia,2009,0.668,68.2,11.3,7915
3559,Paraguay,3,0,0,Heavy Rain,large,163340.77,5.690215853,-56.2737,-25.0929,Americas,South America,2009,0.679,72.9,11.9,7643
3558,Vietnam,4,1,0,Hurricane/Tropical Storm,large,28284.26,5.053604812,107.39,15.5652,Asia,South-Eastern Asia,2009,0.666,75.8,11.9,5092
3557,Kenya,9,0,2000,Heavy Rain,large,197665.04,6.250172374,40.6773,2.99222,Africa,Eastern Africa,2009,0.548,61.6,11,2762
3556,Niger,25,0,0,Heavy Rain,large,133560.04,6.523616549,8.06092,17.2185,Africa,Western Africa,2009,0.348,61.4,5.4,908
3555,Nigeria,7,0,5000,Heavy Rain,large,53018.49,5.569525395,6.5097,5.54356,Africa,Western Africa,2009,0.514,52.8,9,5341
3554,Japan,3,0,5000,Hurricane/Tropical Storm,large,106325.83,5.503760036,138.2,36.425,Asia,Eastern Asia,2009,0.891,83.5,15.3,36927
3553,Nepal,9,45,0,Heavy Rain,extreme,129718.42,6.368274155,80.7639,29.8119,Asia,Southern Asia,2009,0.548,69.6,12.4,2311
3552,Philippines,16,438,40000,Hurricane/Tropical Storm,extreme,34498.77,6.04295359,121.422,17.5757,Asia,South-Eastern Asia,2009,0.668,68.2,11.3,7915
3551,India,18,303,0,Heavy Rain,extreme,309688.88,7.047228112,78.233,15.7081,Asia,Southern Asia,2009,0.609,68,11.7,5497
3550,Italy,2,22,0,Heavy Rain,extreme,1227.06,3.69092579,15.733,38.114,Europe,Southern Europe,2009,0.873,83.1,16,33030
3548,Vietnam,4,182,357000,Hurricane/Tropical Storm,extreme,49034.16,5.593588727,107.982,14.9028,Asia,South-Eastern Asia,2009,0.666,75.8,11.9,5092
3547,Philippines,7,420,200000,Hurricane/Tropical Storm,extreme,25299.26,5.549235854,120.749,14.8722,Asia,South-Eastern Asia,2009,0.668,68.2,11.3,7915
3546,Spain,2,0,0,Heavy Rain,large,2459.28,3.691837974,-0.145285,38.7733,Europe,Southern Europe,2009,0.876,82.6,17.3,32045
3545,Vietnam,4,17,40000,Heavy Rain,very large,47598.33,5.455742966,108.022,15.1885,Asia,South-Eastern Asia,2009,0.666,75.8,11.9,5092
3544,United States,8,8,220,Heavy Rain,very large,225395.01,6.432125543,-84.8404,34.3646,Americas,Northern America,2009,0.915,79.1,16.5,52947
3543,Mexico,10,0,0,Heavy Rain,extreme,33560.99,5.826864759,-95.3112,18.5257,Americas,Central America,2009,0.756,76.8,13.1,16056
3542,Ghana,5,0,5000,Heavy Rain,extreme,73811.61,5.868124678,-0.992335,8.85094,Africa,Western Africa,2009,0.579,61.4,11.5,3852
3541,Indonesia,2,38,0,Heavy Rain,extreme,47760.1,5.281125219,98.5925,2.89095,Asia,South-Eastern Asia,2009,0.684,68.9,13,9788
3540,Nigeria,9,0,3000,Heavy Rain,extreme,64200.98,6.062814163,5.68204,12.2596,Africa,Western Africa,2009,0.514,52.8,9,5341
3539,India,5,0,37000,Dam Failure,extreme,25504.05,5.406609151,88.0605,22.5263,Asia,Southern Asia,2009,0.609,68,11.7,5497
3538,Mexico,10,0,0,Heavy Rain,large,34563.01,5.538611557,-99.25,19.5,Americas,Central America,2009,0.756,76.8,13.1,16056
3537,Philippines,10,9,0,Hurricane/Tropical Storm,extreme,36440.73,5.862617064,121.371,17.2296,Asia,South-Eastern Asia,2009,0.668,68.2,11.3,7915
3536,Turkey,4,31,0,Heavy Rain,extreme,3687.1,4.469774904,28.9505,41.09,Asia,Western Asia,2009,0.761,75.3,14.5,18677
3535,Mauritania,24,42,300000,Heavy Rain,large,81300.71,6.29030558,105.155,26.6186,Africa,Western Africa,2009,0.506,63.1,8.5,3560
3534,China,5,12,118000,Heavy Rain,large,4814280.64,7.381501407,2.93676,16.454,Asia,Eastern Asia,2009,0.727,75.8,13.1,12547
3533,Sudan,7,5,80000,Heavy Rain,large,59848.91,5.622154285,32.604,15.9846,Africa,Northern Africa,2009,0.479,63.5,7,3809
3532,Nepal,7,7,6265,Heavy Rain,large,13717.1,4.982360345,88.1319,27.0167,Asia,Southern Asia,2009,0.548,69.6,12.4,2311
3531,Senegal,3,0,0,Heavy Rain,large,8510.69,4.407086026,-16.8108,14.5762,Africa,Western Africa,2009,0.466,66.5,7.9,2188
3530,India,10,0,300000,Monsoon,large,72244.8,5.858806593,94.143,26.8177,Asia,Southern Asia,2009,0.609,68,11.7,5497
3529,India,13,14,1000000,Dam Failure,large,84897.57,6.042838612,80.7483,27.629,Asia,Southern Asia,2009,0.609,68,11.7,5497
3528,Sri Lanka,2,0,0,Heavy Rain,large,4744.46,3.977216785,80.6335,8.38404,Asia,Southern Asia,2009,0.757,74.9,13.7,9779
3526,Pakistan,3,27,1200,Heavy Rain,very large,30560.13,5.138367711,72.2471,33.9207,Asia,Southern Asia,2009,0.538,66.2,7.8,4866
3525,United States,2,0,0,Heavy Rain,large,6534.85,4.116265619,-85.6925,37.0741,Americas,Northern America,2009,0.915,79.1,16.5,52947
3524,Sierra Leone,2,7,300,Heavy Rain,large,11893.28,4.376331639,-12.7337,8.57029,Africa,Western Africa,2009,0.413,50.9,8.6,1780
3523,Japan,2,12,2000,Hurricane/Tropical Storm,very large,18366.88,4.741156643,136.225,35.1555,Asia,Eastern Asia,2009,0.891,83.5,15.3,36927
3521,China,4,0,7250,Heavy Rain,very large,30538,5.262991841,109.773,19.1227,Asia,Eastern Asia,2009,0.727,75.8,13.1,12547
3520,Philippines,2,20,173000,Hurricane/Tropical Storm,very large,24556.64,4.867290198,121.443,17.8675,Asia,South-Eastern Asia,2009,0.668,68.2,11.3,7915
3519,India,4,0,3000,Dam Failure,very large,21198.81,5.104462733,85.5,26.5,Asia,Southern Asia,2009,0.609,68,11.7,5497
3518,Philippines,11,10,200000,Heavy Rain,very large,36975.16,5.785394006,125.367,7.6518,Asia,South-Eastern Asia,2009,0.668,68.2,11.3,7915
3517,Turkey,2,0,0,Heavy Rain,large,9640.54,4.285131357,38.1099,40.6971,Asia,Western Asia,2009,0.761,75.3,14.5,18677
3516,Nepal,3,22,0,Monsoon,large,18726.64,4.749581116,85.7081,28.0015,Asia,Southern Asia,2009,0.548,69.6,12.4,2311
3515,Japan,2,28,0,Heavy Rain,large,9646.51,4.285400215,130.571,33.2981,Asia,Eastern Asia,2009,0.891,83.5,15.3,36927
3514,China,10,22,0,Heavy Rain,large,201114.11,6.303442541,101.18,30.859,Asia,Eastern Asia,2009,0.727,75.8,13.1,12547
3513,Turkey,3,0,3000,Heavy Rain,large,13171.48,4.596755831,38.1609,40.6869,Asia,Western Asia,2009,0.761,75.3,14.5,18677
3512,Japan,3,16,400,Heavy Rain,very large,11850.39,4.726945157,131.888,34.5636,Asia,Eastern Asia,2009,0.891,83.5,15.3,36927
3511,Mongolia,4,26,300,Heavy Rain,extreme,138925.64,6.045872393,101.935,47.8205,Asia,Eastern Asia,2009,0.727,69.4,14.6,10729
3510,United Kingdom,2,0,0,Heavy Rain,large,3358.7,3.82720121,-1.82408,54.3622,Europe,Northern Europe,2009,0.907,80.7,16.2,39267
3509,Austria,4,0,0,Heavy Rain,large,2765.43,4.043822661,15.7089,47.4021,Europe,Western Europe,2009,0.885,81.4,15.7,43869
3508,Pakistan,3,26,0,Heavy Rain,large,10367.35,4.492789015,67.1852,24.8786,Asia,Southern Asia,2009,0.538,66.2,7.8,4866
3507,Bosnia and Herzegovina,9,0,0,Heavy Rain,large,6060.99,4.736786077,17.4846,44.8711,Europe,Southern Europe,2009,0.733,76.5,13.6,9638
3506,Philippines,3,5,0,Hurricane/Tropical Storm,large,47243.51,5.151463411,121.346,17.1225,Asia,South-Eastern Asia,2009,0.668,68.2,11.3,7915
3504,India,7,0,0,Heavy Rain,large,63616.23,5.648665969,74.7271,15.3059,Asia,Southern Asia,2009,0.609,68,11.7,5497
3503,South Africa,5,11,20000,Heavy Rain,large,32700.21,5.213520546,18.9236,-33.068,Africa,Southern Africa,2009,0.666,57.4,13.6,12122
3502,Mexico,3,11,0,Heavy Rain,large,51611.74,5.189869756,-96.9696,16.4489,Americas,Central America,2009,0.756,76.8,13.1,16056
3501,Ghana,12,5,300,Heavy Rain,large,77546.62,5.968744119,-1.03826,6.20262,Africa,Western Africa,2009,0.579,61.4,11.5,3852
3499,Benin,17,0,3000,Heavy Rain,large,55064.21,0,2.38057,8.28454,Africa,Western Africa,2009,0.48,59.6,11.1,1767
3498,China,6,20,700000,Heavy Rain,very large,542051.73,6.688283244,112.712,25.3072,Asia,Eastern Asia,2009,0.727,75.8,13.1,12547
3497,India,6,0,500000,Heavy Rain,large,99876.58,5.777614913,84.7692,20.2249,Asia,Southern Asia,2009,0.609,68,11.7,5497
3496,Bangladesh,4,6,0,Heavy Rain,large,128962.3,5.712522761,93.8215,27.481,Asia,Southern Asia,2009,0.57,71.6,10,3191
3495,Vietnam,4,20,700000,Heavy Rain,large,49031.89,5.292538625,89.0861,25.2562,Asia,South-Eastern Asia,2009,0.666,75.8,11.9,5092
3494,Botswana,53,0,0,Heavy Rain,large,69855.97,6.568479397,104.302,20.674,Africa,Southern Africa,2009,0.698,64.5,12.5,16646
3493,Czech Republic,8,13,0,Heavy Rain,very large,571677.32,6.836332209,23.312,-16.6984,Europe,Eastern Europe,2009,0.87,78.6,16.4,26660
3492,Austria,6,0,0,Heavy Rain,large,47134.92,5.451494025,18.0255,50.1269,Europe,Western Europe,2009,0.885,81.4,15.7,43869
3491,Guatemala,4,0,0,Heavy Rain,large,12251.46,4.690247838,14.7394,48.3716,Americas,Central America,2009,0.627,71.8,10.7,6929
3490,China,4,8,106000,Heavy Rain,large,127036.56,5.705988716,-88.6419,13.4179,Asia,Eastern Asia,2009,0.727,75.8,13.1,12547
3489,United States,3,0,0,Heavy Rain,large,82900.06,5.3956761,110.283,26.8483,Americas,Northern America,2009,0.915,79.1,16.5,52947
3487,Ghana,3,5,0,Heavy Rain,large,10724.02,4.50747887,-4.20195,5.56989,Africa,Western Africa,2009,0.579,61.4,11.5,3852
3486,Bangladesh,2,115,20000,Hurricane/Tropical Storm,very large,9340.14,4.447474641,-0.099363,5.73317,Asia,Southern Asia,2009,0.57,71.6,10,3191
3485,Tajikistan,26,21,15000,Heavy Rain,very large,27819.11,6.035407839,89.0861,22.164,Asia,Central Asia,2009,0.624,69.4,11.2,2517
3484,Haiti,7,21,0,Heavy Rain,very large,13738.76,5.159136836,-81.2123,28.9812,Americas,Caribbean,2009,0.483,62.8,8.7,1669
3483,United States,4,0,0,Heavy Rain,very large,5754.23,4.538138467,-72.3336,19.5616,Americas,Northern America,2009,0.915,79.1,16.5,52947
3482,China,3,0,0,Heavy Rain,large,62468.65,5.272783375,71.2878,38.5131,Asia,Eastern Asia,2009,0.727,75.8,13.1,12547
3481,Australia,10,0,16000,Heavy Rain,very large,201149.89,6.479611058,111.232,25.7563,Oceania,Australia and New Zealand,2009,0.935,82.4,20.2,42261
3480,Afghanistan,3,0,0,Heavy Rain,large,68691.95,5.3140271,152.738,-29.047,Asia,Southern Asia,2009,0.465,60.4,9.3,1885
3479,United States,8,0,0,Heavy Rain,extreme,58894.07,5.974191551,64.3991,34.88,Americas,Northern America,2009,0.915,79.1,16.5,52947
3478,Philippines,6,47,65000,Hurricane/Tropical Storm,very large,16459.25,5.170652551,-81.2838,37.6558,Asia,South-Eastern Asia,2009,0.668,68.2,11.3,7915
3477,United States,38,0,0,Snow/Ice Melt,very large,21367.43,6.085627146,121.356,18.0205,Americas,Northern America,2009,0.915,79.1,16.5,52947
3476,Brazil,23,39,408000,Heavy Rain,extreme,484756.54,7.348281509,-142.302,65.4351,Americas,South America,2009,0.755,74.5,15.2,15175
3475,United States,10,5,0,Heavy Rain,very large,524373.36,6.895731879,-45.432,-3.1864,Americas,Northern America,2009,0.915,79.1,16.5,52947
3474,Indonesia,11,0,20000,Heavy Rain,large,6812.65,4.874708763,-95.5153,29.6701,Asia,South-Eastern Asia,2009,0.684,68.9,13,9788
3473,Burundi,4,0,8000,Heavy Rain,large,9797.19,4.593161522,116.937,-0.298253,Africa,Eastern Africa,2009,0.4,56.7,10.1,758
3472,Afghanistan,25,0,1200,Heavy Rain,very large,11707.88,5.64250953,29.7516,-3.26804,Asia,Southern Asia,2009,0.465,60.4,9.3,1885
3471,Canada,9,0,200,Snow/Ice Melt,large,88516.93,5.901268852,63.5929,33.0736,Americas,Northern America,2009,0.913,82,15.9,42155
3470,United States,4,0,1000,Heavy Rain,extreme,20493.67,5.214709726,-67.6289,47.1571,Americas,Northern America,2009,0.915,79.1,16.5,52947
3469,Australia,2,0,0,Heavy Rain,very large,82061.7,5.391261764,-85.2333,30.8386,Oceania,Australia and New Zealand,2009,0.935,82.4,20.2,42261
3468,Zambia,58,150,54000,Heavy Rain,extreme,56500.67,6.816511587,151.35,-32.4557,Africa,Eastern Africa,2009,0.586,60.1,13.5,3734
3467,Indonesia,1,99,1600,Dam Failure,large,1148027.26,6.059952201,24.2305,-18.7599,Asia,South-Eastern Asia,2009,0.684,68.9,13,9788
3466,Indonesia,2,0,1000,Heavy Rain,large,19203.9,4.584419431,106.364,-6.5542,Asia,South-Eastern Asia,2009,0.684,68.9,13,9788
3465,United States,28,0,5000,Snow/Ice Melt,extreme,44401.17,6.395582441,100.731,-1.20654,Americas,Northern America,2009,0.915,79.1,16.5,52947
3464,Malaysia,3,1,330,Heavy Rain,large,39742.02,5.076371192,-97.0308,48.2491,Asia,South-Eastern Asia,2009,0.779,74.7,12.7,22762
3463,Angola,19,90,20000,Heavy Rain,large,15410.67,5.466575122,114.671,4.27379,Africa,Middle Africa,2009,0.532,52.3,11.4,6822
3462,Mozambique,6,0,0,Heavy Rain,large,187933.27,6.052154921,16.6784,-17.076,Africa,Eastern Africa,2009,0.416,55.1,9.3,1123
3461,United States,8,0,0,Heavy Rain,large,29982.11,5.37995218,32.1703,-25.1179,Americas,Northern America,2009,0.915,79.1,16.5,52947
3460,South Africa,4,5,300,Heavy Rain,large,94116.41,5.575725344,-91.0096,41.6768,Africa,Southern Africa,2009,0.666,57.4,13.6,12122
3459,Indonesia,15,1,20000,Heavy Rain,very large,56344.38,6.103033122,30.8028,-29.4144,Asia,South-Eastern Asia,2009,0.684,68.9,13,9788
3457,Bosnia and Herzegovina,16,0,0,Heavy Rain,large,167873.59,6.429102361,-62.618,-18.7599,Europe,Southern Europe,2009,0.733,76.5,13.6,9638
3456,Costa Rica,12,0,0,Heavy Rain,large,20487.47,5.390669577,18.1786,43.5036,Americas,Central America,2009,0.766,79.4,13.9,13413
3455,Angola,3,2,415,Heavy Rain,large,7231.78,4.336366461,-83.2841,10.0501,Africa,Middle Africa,2009,0.532,52.3,11.4,6822
3454,Peru,3,1,300,Heavy Rain,large,61811.59,5.26819117,14.1475,-9.84036,Americas,South America,2009,0.734,74.6,13.1,11015
3453,Colombia,3,6,10000,Heavy Rain,large,85604.33,5.409616987,-74.4359,-13.5756,Americas,South America,2009,0.72,74,13.5,12040
3452,Brazil,5,0,3000,Heavy Rain,very large,72654.16,5.736321749,-76.5144,4.36564,Americas,South America,2009,0.755,74.5,15.2,15175
3451,Solomon Islands,5,13,3000,Heavy Rain,very large,109293.46,5.913655438,-46.9628,-24.1892,Oceania,Melanesia,2009,0.506,67.9,9.2,1540
3450,United States,2,0,1000,Heavy Rain,very large,117999.31,5.549000722,158.657,-8.14626,Americas,Northern America,2009,0.915,79.1,16.5,52947
3449,Argentina,2,9,0,Heavy Rain,very large,47811.61,5.156654623,-122.912,46.9122,Americas,South America,2009,0.836,76.3,17.9,22050
3448,United Kingdom,6,0,0,Heavy Rain,very large,225551.03,6.307487324,-64.2917,-24.1484,Europe,Northern Europe,2009,0.907,80.7,16.2,39267
3447,Dominican Republic,11,5,10000,Heavy Rain,large,76952.38,5.927614741,-1.27299,52.5048,Americas,Caribbean,2009,0.715,73.5,13.1,11883
3446,Morocco,12,24,2000,Heavy Rain,very large,15152.49,5.435756511,-70.0833,19.2809,Africa,Northern Africa,2009,0.628,74,11.6,6850
3445,Philippines,3,5,0,Heavy Rain,extreme,188226.85,6.052832825,-6.1614,32.6552,Asia,South-Eastern Asia,2009,0.668,68.2,11.3,7915
3444,Malaysia,11,0,2000,Heavy Rain,large,8472.93,4.969426304,122.968,9.897,Asia,South-Eastern Asia,2009,0.779,74.7,12.7,22762
3443,Indonesia,6,18,12000,Heavy Rain,large,52061.79,5.494670346,113.773,3.3451,Asia,South-Eastern Asia,2009,0.684,68.9,13,9788
3442,Madagascar,8,3,3000,Hurricane/Tropical Storm,large,60608.98,5.685626962,120.264,-2.63531,Africa,Eastern Africa,2009,0.51,65.1,10.3,1328
3441,Algeria,2,33,0,Heavy Rain,large,207786.65,5.618647637,46.5192,-17.6884,Africa,Northern Africa,2009,0.736,74.8,14,13054
3440,Australia,33,0,400,Hurricane/Tropical Storm,extreme,132806.58,6.942763529,0.706865,29.6139,Oceania,Australia and New Zealand,2009,0.935,82.4,20.2,42261
3439,Australia,12,0,0,Heavy Rain,large,477523.5,6.758175995,120.56,-20.1071,Oceania,Australia and New Zealand,2009,0.935,82.4,20.2,42261
3438,Philippines,2,5,200,Heavy Rain,large,427405.5,5.931870102,150.686,-29.4144,Asia,South-Eastern Asia,2009,0.668,68.2,11.3,7915
3437,Brazil,8,11,0,Heavy Rain,large,17181.28,5.138145502,124.958,7.12112,Americas,South America,2009,0.755,74.5,15.2,15175
3436,Dominican Republic,9,11,0,Heavy Rain,large,1186390.65,7.028470225,-44.8911,-16.5964,Americas,Caribbean,2009,0.715,73.5,13.1,11883
3435,Romania,4,11,0,Snow/Ice Melt,large,14541.8,4.764678159,-70.1394,19.3268,Europe,Eastern Europe,2009,0.793,74.7,14.2,18108
3434,France,4,11,0,Heavy Rain,large,19409.52,4.890074787,24.9346,47.6062,Europe,Western Europe,2009,0.888,82.2,16,38056
3433,Fiji,9,11,9400,Heavy Rain,extreme,173199.93,6.493820217,-2.6099,42.2483,Oceania,Melanesia,2009,0.727,70,15.7,7493
3432,Vietnam,12,9,20000,Heavy Rain,large,7293.87,4.942139265,178.047,-17.7394,Asia,South-Eastern Asia,2008,0.666,75.8,11.9,5092
3431,United States,19,0,0,Heavy Rain,very large,29579.28,5.925832458,107.058,16.8877,Americas,Northern America,2008,0.915,79.1,16.5,52947
3430,Malaysia,22,0,10000,Heavy Rain,large,35113.3,5.887894328,-123.769,42.8402,Asia,South-Eastern Asia,2008,0.779,74.7,12.7,22762
3429,Australia,16,0,0,Hurricane/Tropical Storm,very large,76573.83,6.264291611,101.098,6.64146,Oceania,Australia and New Zealand,2008,0.935,82.4,20.2,42261
3428,Philippines,11,28,200000,Hurricane/Tropical Storm,large,776847.75,6.931728597,143.136,-17.1271,Asia,South-Eastern Asia,2009,0.668,68.2,11.3,7915
3427,Mozambique,23,25,3500,Heavy Rain,large,36190.07,5.920317259,125.04,8.44783,Africa,Eastern Africa,2008,0.416,55.1,9.3,1123
3426,Indonesia,18,24,0,Heavy Rain,large,125967.31,6.35553036,34.0277,-22.9238,Asia,South-Eastern Asia,2008,0.684,68.9,13,9788
3425,United States,3,0,0,Heavy Rain,large,126659.3,5.579758338,103.139,-3.32927,Americas,Northern America,2008,0.915,79.1,16.5,52947
3424,United States,3,0,0,Snow/Ice Melt,large,66257.06,5.298353416,-123.524,44.6568,Americas,Northern America,2008,0.915,79.1,16.5,52947
3423,Guyana,8,0,0,Heavy Rain,large,313350.84,6.39912085,-89.4584,41.0441,Americas,South America,2008,0.636,66.4,10.3,6522
3422,Colombia,31,76,1200000,Heavy Rain,very large,39997.97,6.269490903,-58.5766,7.08029,Americas,South America,2008,0.72,74,13.5,12040
3421,United Kingdom,2,2,0,Heavy Rain,large,195388.17,5.591928261,-74.2318,8.99892,Europe,Northern Europe,2008,0.907,80.7,16.2,39267
3420,United States,5,0,200,Heavy Rain,large,21321.94,5.027796721,-1.73435,51.4945,Americas,Northern America,2008,0.915,79.1,16.5,52947
3419,Italy,5,0,0,Heavy Rain,large,4904.87,4.389597506,-155.457,19.6228,Europe,Southern Europe,2008,0.873,83.1,16,33030
3418,Malaysia,8,0,2000,Heavy Rain,large,5423.64,4.637380842,13.1575,41.8299,Asia,South-Eastern Asia,2008,0.779,74.7,12.7,22762
3417,Thailand,21,21,200000,Heavy Rain,extreme,58097.15,6.387404119,101.823,4.93715,Asia,South-Eastern Asia,2008,0.726,74.4,13.5,13323
3416,Philippines,10,18,50000,Heavy Rain,extreme,15654.67,5.495673913,100.112,7.55485,Asia,South-Eastern Asia,2008,0.668,68.2,11.3,7915
3415,Italy,4,0,0,Storm/Tidal Surge,extreme,24107.57,5.285243423,121.769,17.2041,Europe,Southern Europe,2008,0.873,83.1,16,33030
3414,Costa Rica,3,7,46000,Heavy Rain,extreme,2219.9,4.124484662,12.188,45.0242,Americas,Central America,2008,0.766,79.4,13.9,13413
3413,Sri Lanka,13,61,171000,Hurricane/Tropical Storm,extreme,30824.19,5.903865021,80.7993,8.57029,Asia,Southern Asia,2008,0.757,74.9,13.7,9779
3412,Brazil,12,117,80000,Heavy Rain,extreme,103384.49,6.394666631,-49.3407,-25.0669,Americas,South America,2008,0.755,74.5,15.2,15175
3411,Venezuela,4,0,0,Heavy Rain,large,61388.9,5.390149843,-66.4042,9.77453,Americas,South America,2008,0.762,74.2,14.2,16159
3410,Australia,4,21,1200,Dam Failure,large,105549.84,5.625517571,147.033,-21.5562,Oceania,Australia and New Zealand,2008,0.935,82.4,20.2,42261
3409,Philippines,7,6,30000,Heavy Rain,large,21766.04,5.182877463,121.351,17.9542,Asia,South-Eastern Asia,2008,0.668,68.2,11.3,7915
3408,Vietnam,4,21,1200,Hurricane/Tropical Storm,large,36155.63,5.160235925,107.711,15.7039,Asia,South-Eastern Asia,2008,0.666,75.8,11.9,5092
3407,Cuba,4,0,20000,Heavy Rain,very large,35294.06,5.32585287,-76.1709,20.6944,Americas,Caribbean,2008,0.769,79.4,13.8,7301
3406,Australia,2,0,100,Heavy Rain,very large,183486.6,5.740725608,151.493,-30.0472,Oceania,Australia and New Zealand,2008,0.935,82.4,20.2,42261
3405,South Africa,6,0,100,Heavy Rain,large,76453.89,5.661550838,20.9035,-33.0119,Africa,Southern Africa,2008,0.666,57.4,13.6,12122
3404,Ethiopia,5,11,500,Heavy Rain,large,25490.96,5.105356196,43.0595,0.82945,Africa,Eastern Africa,2008,0.442,64.1,8.5,1428
3403,United States,7,2,0,Heavy Rain,very large,75156.68,5.897156886,-122.774,47.0143,Americas,Northern America,2008,0.915,79.1,16.5,52947
3402,Kenya,3,0,28000,Heavy Rain,very large,37962.69,5.232569492,35.1248,0.048733,Africa,Eastern Africa,2008,0.548,61.6,11,2762
4277,Iran,8,20,0,Heavy Rain,large,776608.3,6.793292015,54.0377,33.3604,Asia,Southern Asia,2015,0.766,75.4,15.1,"15,440"
3400,Vietnam,8,92,3000,Heavy Rain,extreme,74590.9,6.07680583,106.323,20.7403,Asia,South-Eastern Asia,2008,0.666,75.8,11.9,5092
3399,Morocco,12,28,1200,Heavy Rain,extreme,146720.71,6.546702662,-4.77346,33.7318,Africa,Northern Africa,2008,0.628,74,11.6,6850
3398,Yemen,2,69,6800,Heavy Rain,extreme,133203.96,5.726577127,49.7849,15.5457,Asia,Western Asia,2008,0.498,63.8,9.2,3519
3397,Honduras,25,110,320000,Hurricane/Tropical Storm,extreme,96385.8,6.682983061,-89.2869,15.8519,Americas,Central America,2008,0.606,73.1,11.1,3938
3396,Vietnam,2,22,12000,Heavy Rain,very large,39092.29,5.069212367,107.456,14.8977,Asia,South-Eastern Asia,2008,0.666,75.8,11.9,5092
