registerNum,country1,durationDays,peopleDead,peopleDisplaced,mainCause1,severity,affectedSqKm,magnitude,centroidX,centroidY,region,sub_region,year,HDI,lifeExp,yearsSchool,GNIPerCapita
2160,Pakistan,7,20,3000,Heavy Rain,large,433469.94,6.482057026,68.0677,27.5247,Asia,Southern Asia,2003,0.538,66.2,7.8,4866
2159,United States,4,2,100,Heavy Rain,large,42499.87,5.230447593,-82.2846,37.6968,Americas,Northern America,2003,0.915,79.1,16.5,52947
2158,Indonesia,2,0,4300,Heavy Rain,large,401.224,2.904416899,107.604,-6.97319,Asia,South-Eastern Asia,2003,0.684,68.9,13,9788
2157,Canada,7,0,1100,Snow/Ice Melt,large,1014.86,3.851504175,-56.033,48.983,Americas,Northern America,2003,0.913,82,15.9,42155
2156,Indonesia,2,3,33000,Heavy Rain,large,545.177,3.037567521,106.847,-6.20813,Asia,South-Eastern Asia,2003,0.684,68.9,13,9788
2155,United States,2,0,0,Heavy Rain,large,29456.33,4.770208632,-119.012,34.3071,Americas,Northern America,2003,0.915,79.1,16.5,52947
2154,Australia,4,0,0,Heavy Rain,large,40587.44,5.210451651,146.722,-22.2781,Oceania,Australia and New Zealand,2003,0.935,82.4,20.2,42261
2153,Zambia,3,0,400,Heavy Rain,large,2674.05,3.904290778,28.5651,-14.3453,Africa,Eastern Africa,2003,0.586,60.1,13.5,3734
2152,Australia,8,1,20,Heavy Rain,large,46117.22,5.566953107,150.373,-23.7719,Oceania,Australia and New Zealand,2003,0.935,82.4,20.2,42261
2151,Malaysia,4,0,11000,Heavy Rain,large,6108.77,4.388013765,110.416,1.31139,Asia,South-Eastern Asia,2003,0.779,74.7,12.7,22762
2150,Mozambique,14,32,400000,Heavy Rain,large,88563.63,6.093383445,39.834,-12.9125,Africa,Eastern Africa,2003,0.416,55.1,9.3,1123
2149,Indonesia,3,7,280,Heavy Rain,large,1559.1,3.669995226,102.64,-3.46055,Asia,South-Eastern Asia,2003,0.684,68.9,13,9788
2148,Indonesia,11,0,0,Heavy Rain,large,4154.77,4.659939672,107.641,-7.04676,Asia,South-Eastern Asia,2003,0.684,68.9,13,9788
2146,Israel,2,0,150,Heavy Rain,large,276.318,2.742439172,35.1782,33.057,Asia,Western Asia,2003,0.894,82.4,16,30676
2145,Peru,14,6,34000,Heavy Rain,large,65370.88,5.961512367,-69.31,-15.8735,Americas,South America,2003,0.734,74.6,13.1,11015
2144,Peru,14,12,0,Heavy Rain,large,36369.03,5.706859754,-72.102,-13.2385,Americas,South America,2003,0.734,74.6,13.1,11015
2143,Australia,10,0,0,Heavy Rain,large,294622.26,6.469265557,118.212,-22.4964,Oceania,Australia and New Zealand,2003,0.935,82.4,20.2,42261
2142,Indonesia,13,3,20000,Heavy Rain,large,27341.22,5.550761242,102.452,-0.112857,Asia,South-Eastern Asia,2003,0.684,68.9,13,9788
2141,Australia,11,0,0,Heavy Rain,large,1861.91,4.31135137,145.86,-17.2994,Oceania,Australia and New Zealand,2003,0.935,82.4,20.2,42261
2140,Italy,3,1,1000,Heavy Rain,large,28756,4.93584973,15.9205,41.3473,Europe,Southern Europe,2003,0.873,83.1,16,33030
2139,Tunisia,2,2,0,Heavy Rain,large,3621.72,3.859944867,9.36896,36.0582,Africa,Northern Africa,2003,0.721,74.8,14.6,10404
2138,Peru,19,7,12000,Heavy Rain,large,78942.02,6.176061836,-70.4323,-13.3744,Americas,South America,2003,0.734,74.6,13.1,11015
2137,Australia,44,0,0,Heavy Rain,large,166298.58,6.864341217,139.397,-17.9301,Oceania,Australia and New Zealand,2003,0.935,82.4,20.2,42261
2136,United Kingdom,2,0,0,Heavy Rain,large,292.004,2.766418796,-2.49865,57.049,Europe,Northern Europe,2003,0.907,80.7,16.2,39267
2135,Israel,2,0,0,Heavy Rain,large,333.722,2.824414833,34.8066,32.0541,Asia,Western Asia,2003,0.894,82.4,16,30676
2134,Malaysia,22,1,1500,Heavy Rain,large,2994.31,4.818719442,102.894,2.4676,Asia,South-Eastern Asia,2003,0.779,74.7,12.7,22762
2133,Madagascar,14,16,25000,Heavy Rain,large,189697.31,6.424189208,46.8211,-20.9917,Africa,Eastern Africa,2003,0.51,65.1,10.3,1328
2131,Brazil,11,44,10000,Heavy Rain,large,6742.45,4.87021042,-43.823,-19.7931,Americas,South America,2003,0.755,74.5,15.2,15175
2130,Argentina,19,0,0,Heavy Rain,large,60476.42,6.060339675,-60.9786,-29.4558,Americas,South America,2003,0.836,76.3,17.9,22050
2129,Tunisia,3,8,27000,Heavy Rain,large,27682.21,4.919322014,9.4368,36.481,Africa,Northern Africa,2003,0.721,74.8,14.6,10404
2128,Afghanistan,7,0,300,Heavy Rain,large,1672.7,4.068516097,67.1814,37.282,Asia,Southern Asia,2003,0.465,60.4,9.3,1885
2127,Indonesia,24,0,30000,Heavy Rain,extreme,9362.83,5.652648375,113.005,-2.42875,Asia,South-Eastern Asia,2003,0.684,68.9,13,9788
2126,Fiji,3,15,0,Heavy Rain,large,1873.41,3.749754089,179.528,-16.4711,Oceania,Melanesia,2003,0.727,70,15.7,7493
2125,Malaysia,4,0,500,Heavy Rain,large,14318.2,4.757948416,111.881,2.25216,Asia,South-Eastern Asia,2003,0.779,74.7,12.7,22762
2124,Brazil,25,29,16000,Heavy Rain,large,115919.99,6.462098344,-43.1439,-22.4922,Americas,South America,2003,0.755,74.5,15.2,15175
2123,New Zealand,4,0,0,Heavy Rain,large,4201.56,4.225470561,175.631,-37.1744,Oceania,Australia and New Zealand,2003,0.913,81.8,19.2,32689
2121,United States,5,0,0,Snow/Ice Melt,large,1681.67,3.924710781,-147.248,64.6959,Americas,Northern America,2003,0.915,79.1,16.5,52947
2119,Malawi,48,23,400000,Heavy Rain,large,410708.54,7.294774971,38.8747,-14.7661,Africa,Eastern Africa,2003,0.445,62.8,10.8,747
2118,Kenya,3,0,300,Heavy Rain,large,396.349,3.075199022,34.8513,-0.10174,Africa,Eastern Africa,2003,0.548,61.6,11,2762
2117,Germany,8,7,1500,Heavy Rain,large,259752.89,6.317650375,5.62514,49.2074,Europe,Western Europe,2003,0.916,80.9,16.5,43919
2116,United Kingdom,6,0,0,Heavy Rain,large,48599.81,5.464785822,-0.543564,51.2646,Europe,Northern Europe,2003,0.907,80.7,16.2,39267
2115,United States,6,0,0,Heavy Rain,large,457677.64,6.438710946,-92.6206,31.8332,Americas,Northern America,2003,0.915,79.1,16.5,52947
2114,Vanuatu,5,0,0,Heavy Rain,large,146.379,2.86444878,169.432,-19.5723,Oceania,Melanesia,2002,0.594,71.9,10.6,2803
2113,United States,4,0,0,Heavy Rain,large,20634.73,4.916658782,-124.001,40.2055,Americas,Northern America,2002,0.915,79.1,16.5,52947
2112,Malaysia,3,0,0,Heavy Rain,large,898.687,3.430729714,101.909,2.59221,Asia,South-Eastern Asia,2002,0.779,74.7,12.7,22762
2111,Indonesia,6,24,10000,Heavy Rain,large,14760.78,4.947260558,104.218,-4.65996,Asia,South-Eastern Asia,2002,0.684,68.9,13,9788
2110,Angola,3,4,40,Heavy Rain,large,2796.27,3.923700358,13.3141,-8.95956,Africa,Middle Africa,2002,0.532,52.3,11.4,6822
2109,South Africa,4,0,50,Heavy Rain,large,787.683,3.498411464,19.9104,-33.3966,Africa,Southern Africa,2002,0.666,57.4,13.6,12122
2108,Kenya,3,6,3000,Heavy Rain,large,751.122,3.352831737,35.9643,0.498246,Africa,Eastern Africa,2002,0.548,61.6,11,2762
2107,Lebanon,3,0,300,Heavy Rain,large,4108.64,4.090819345,35.6163,33.6966,Asia,Western Asia,2002,0.769,79.3,13.8,16509
2106,Indonesia,6,0,60000,Heavy Rain,large,21909.34,5.118780545,100.517,0.977528,Asia,South-Eastern Asia,2002,0.684,68.9,13,9788
2105,Sri Lanka,5,2,500000,Heavy Rain,large,14147.74,4.849657074,80.9935,8.4736,Asia,Southern Asia,2002,0.757,74.9,13.7,9779
2104,United States,11,6,0,Heavy Rain,large,44627.03,5.69099067,-122.478,38.9397,Americas,Northern America,2002,0.915,79.1,16.5,52947
2103,France,2,2,0,Heavy Rain,large,1292.7,3.412527744,4.14588,43.7308,Europe,Western Europe,2002,0.888,82.2,16,38056
2102,Indonesia,5,28,0,Heavy Rain,large,648.179,3.510664961,112.39,-7.44041,Asia,South-Eastern Asia,2002,0.684,68.9,13,9788
2101,Brazil,3,39,2000,Heavy Rain,extreme,82.0525,2.692243068,-44.3263,-23.0153,Americas,South America,2002,0.755,74.5,15.2,15175
2100,Greece,5,0,0,Heavy Rain,large,1029.56,3.711621666,22.3897,40.1572,Europe,Southern Europe,2002,0.865,80.9,17.6,24524
2099,Italy,12,0,10000,Heavy Rain,large,29901.95,5.554880757,8.64237,45.8293,Europe,Southern Europe,2002,0.873,83.1,16,33030
2098,Malaysia,8,0,400,Heavy Rain,large,1235.54,3.994946797,102.695,2.40946,Asia,South-Eastern Asia,2002,0.779,74.7,12.7,22762
2097,Morocco,6,63,0,Heavy Rain,extreme,40845.92,5.690329928,-7.0988,33.1091,Africa,Northern Africa,2002,0.628,74,11.6,6850
2096,United States,3,0,0,Heavy Rain,large,1721.59,3.713050986,-151.454,59.9306,Americas,Northern America,2002,0.915,79.1,16.5,52947
2095,Indonesia,15,12,117000,Heavy Rain,extreme,17006.86,5.707745391,97.4355,3.11309,Asia,South-Eastern Asia,2002,0.684,68.9,13,9788
2094,Costa Rica,21,8,7000,Heavy Rain,extreme,2203.32,4.966326867,-83.0841,9.82661,Americas,Central America,2002,0.766,79.4,13.9,13413
2092,Uganda,10,2,2300,Heavy Rain,large,15002.61,5.17616682,34.0375,0.949211,Africa,Eastern Africa,2002,0.483,58.5,9.8,1613
2091,United States,3,0,0,Snow/Ice Melt,large,590.451,3.248305117,-147.024,64.5052,Americas,Northern America,2002,0.915,79.1,16.5,52947
2090,New Zealand,3,0,0,Heavy Rain,large,600.754,3.255817926,172.869,-43.6673,Oceania,Australia and New Zealand,2002,0.913,81.8,19.2,32689
2089,Congo,1,0,3000,Heavy Rain,large,145253.54,5.162126725,18.4694,3.01659,Africa,Middle Africa,2002,0.591,62.3,11.1,6012
2088,Kenya,4,12,2000,Dam Failure,large,924.671,3.568047229,36.9154,-1.21267,Africa,Eastern Africa,2002,0.548,61.6,11,2762
2087,France,5,1,2500,Heavy Rain,large,4834.93,4.383360195,4.81011,45.038,Europe,Western Europe,2002,0.888,82.2,16,38056
2086,Canada,4,0,0,Heavy Rain,large,4327.32,4.238279003,-63.8299,44.8277,Americas,Northern America,2002,0.913,82,15.9,42155
2085,United Kingdom,12,1,400,Heavy Rain,extreme,11753.31,5.450371433,-6.11673,53.0005,Europe,Northern Europe,2002,0.907,80.7,16.2,39267
2084,Peru,4,4,100,Heavy Rain,large,6119.98,4.388809994,-74.6846,-10.9711,Americas,South America,2002,0.734,74.6,13.1,11015
2082,Vietnam,5,2,0,Heavy Rain,large,8719.41,4.639457104,109.03,12.5292,Asia,South-Eastern Asia,2002,0.666,75.8,11.9,5092
2081,India,5,20,300,Heavy Rain,large,22713.01,5.055244696,79.0643,10.9485,Asia,Southern Asia,2002,0.609,68,11.7,5497
2080,Colombia,3,60,2000,Heavy Rain,large,6903.22,4.316172969,-74.2005,7.91776,Americas,South America,2002,0.72,74,13.5,12040
2079,China,6,0,50000,Heavy Rain,large,7741.04,4.666950562,113.385,24.2694,Asia,Eastern Asia,2002,0.727,75.8,13.1,12547
2078,Kenya,7,14,20000,Heavy Rain,large,77910.06,5.736691579,40.0925,-1.41562,Africa,Eastern Africa,2002,0.548,61.6,11,2762
2077,Vietnam,4,2,0,Heavy Rain,large,7902.14,4.499804711,108.878,14.2062,Asia,South-Eastern Asia,2002,0.666,75.8,11.9,5092
2076,United States,22,1,75,Heavy Rain,large,106239.37,6.368708167,-96.0297,29.6511,Americas,Northern America,2002,0.915,79.1,16.5,52947
2075,United States,5,0,0,Heavy Rain,extreme,13912.96,5.143419537,-150.891,60.3357,Americas,Northern America,2002,0.915,79.1,16.5,52947
2074,United Kingdom,4,0,100,Heavy Rain,extreme,7597.36,4.783752693,-2.78675,55.6032,Europe,Northern Europe,2002,0.907,80.7,16.2,39267
2073,Uruguay,31,0,2000,Heavy Rain,large,187542.85,6.764462205,-57.9616,-31.6196,Americas,South America,2002,0.793,77.2,15.5,19283
2072,Indonesia,3,0,3000,Heavy Rain,large,135.402,2.608746334,100.611,-1.34406,Asia,South-Eastern Asia,2002,0.684,68.9,13,9788
2071,Romania,4,0,0,Heavy Rain,extreme,5421.41,4.63720224,26.178,47.6469,Europe,Eastern Europe,2002,0.793,74.7,14.2,18108
2070,Argentina,22,7,6000,Heavy Rain,large,283687.64,6.795263095,-60.1011,-31.072,Americas,South America,2002,0.836,76.3,17.9,22050
2069,India,7,11,0,Monsoon,large,9745.41,4.833898155,75.527,11.8739,Asia,Southern Asia,2002,0.609,68,11.7,5497
2067,United States,6,1,800,Heavy Rain,large,16617.71,4.998722426,-99.2878,26.7222,Americas,Northern America,2002,0.915,79.1,16.5,52947
2066,United States,3,3,0,Heavy Rain,large,11708.02,4.54560471,-89.9243,34.6073,Americas,Northern America,2002,0.915,79.1,16.5,52947
2065,Algeria,4,13,0,Heavy Rain,large,23941.66,4.98121425,6.53339,35.7714,Africa,Northern Africa,2002,0.736,74.8,14,13054
2064,United States,9,8,317000,Heavy Rain,large,20039.47,5.256128741,-83.9795,22.3815,Americas,Northern America,2002,0.915,79.1,16.5,52947
2063,United States,4,1,2500,Hurricane/Tropical Storm,large,31074.07,5.094458131,-90.0119,29.8703,Americas,Northern America,2002,0.915,79.1,16.5,52947
2062,Bulgaria,4,0,0,Heavy Rain,large,4486.28,4.253946367,26.6294,42.245,Europe,Eastern Europe,2002,0.782,74.2,14.4,15596
2061,Thailand,77,1,3000,Monsoon,large,139683.92,7.031637139,100.951,14.9743,Asia,South-Eastern Asia,2002,0.726,74.4,13.5,13323
2060,Albania,18,1,9700,Heavy Rain,large,11922.12,5.331625994,19.7738,41.3975,Europe,Southern Europe,2002,0.733,77.8,11.8,9943
2059,Vietnam,11,76,200000,Heavy Rain,extreme,19984.68,5.643119879,105.175,18.5778,Asia,South-Eastern Asia,2002,0.666,75.8,11.9,5092
2058,Nicaragua,9,6,300000,Hurricane/Tropical Storm,large,48802.44,5.642684046,-88.0764,20.7441,Americas,Central America,2002,0.631,74.9,11.5,4457
2057,United States,4,0,0,Heavy Rain,large,5643.54,4.353611599,-84.8804,31.0424,Americas,Northern America,2002,0.915,79.1,16.5,52947
2056,United States,14,0,0,Heavy Rain,large,97964.82,6.137198181,-96.0297,29.6511,Americas,Northern America,2002,0.915,79.1,16.5,52947
2055,Kenya,4,0,0,Heavy Rain,large,63445.93,5.404463759,38.8525,-3.08984,Africa,Eastern Africa,2002,0.548,61.6,11,2762
2054,Mexico,5,10,0,Heavy Rain,large,35142.76,5.244805871,-99.3953,25.5052,Americas,Central America,2002,0.756,76.8,13.1,16056
2053,New Zealand,3,0,0,Heavy Rain,large,5096.88,4.184425663,168.593,-44.9509,Oceania,Australia and New Zealand,2002,0.913,81.8,19.2,32689
2052,France,5,23,2500,Heavy Rain,large,10479.27,4.719301035,4.44759,44.0345,Europe,Western Europe,2002,0.888,82.2,16,38056
2051,Yemen,16,28,0,Heavy Rain,large,19471.32,5.493515377,50.0785,15.1966,Asia,Western Asia,2002,0.498,63.8,9.2,3519
2050,Italy,3,0,1200,Heavy Rain,large,90.1132,2.431909667,10.4002,42.8283,Europe,Southern Europe,2002,0.873,83.1,16,33030
2049,India,4,22,5000,Monsoon,large,78978.7,5.499569972,73.2201,21.5391,Asia,Southern Asia,2002,0.609,68,11.7,5497
2048,Greece,3,0,0,Heavy Rain,large,287.878,2.936329732,23.7749,38.0545,Europe,Southern Europe,2002,0.865,80.9,17.6,24524
2047,Guatemala,8,3,0,Heavy Rain,large,11482.1,4.963111312,-91.1326,14.2785,Americas,Central America,2002,0.627,71.8,10.7,6929
2044,Sierra Leone,4,0,500,Heavy Rain,large,9152.77,4.56361254,-11.677,8.09142,Africa,Western Africa,2002,0.413,50.9,8.6,1780
2043,Vietnam,6,4,6000,Monsoon,large,12948.32,4.890364674,108.131,12.6459,Asia,South-Eastern Asia,2002,0.666,75.8,11.9,5092
2042,Chile,6,2,8000,Heavy Rain,large,62183.46,5.571826134,-72.1311,-35.8628,Americas,South America,2002,0.832,81.7,15.2,21290
2040,Pakistan,7,22,3000,Heavy Rain,large,4902.73,4.535536017,72.0269,34.492,Asia,Southern Asia,2002,0.538,66.2,7.8,4866
2039,Thailand,101,65,400000,Monsoon,extreme,371596.28,7.875422727,103.527,16.7724,Asia,South-Eastern Asia,2002,0.726,74.4,13.5,13323
2038,Algeria,12,28,500,Heavy Rain,large,25336.07,5.482920496,7.15889,35.8591,Africa,Northern Africa,2002,0.736,74.8,14,13054
2037,Thailand,35,2,150000,Heavy Rain,large,51699.41,6.257553631,98.3612,17.1591,Asia,South-Eastern Asia,2002,0.726,74.4,13.5,13323
2036,China,5,0,0,Heavy Rain,extreme,17448.18,5.241750133,75.4151,39.7325,Asia,Eastern Asia,2002,0.727,75.8,13.1,12547
2035,Vietnam,9,29,80000,Heavy Rain,extreme,50976.86,5.962645586,104.679,22.5644,Asia,South-Eastern Asia,2002,0.666,75.8,11.9,5092
2034,China,7,106,13000,Heavy Rain,large,17267.47,5.08232675,99.4409,25.5714,Asia,Eastern Asia,2002,0.727,75.8,13.1,12547
2033,South Africa,3,16,2500,Heavy Rain,large,2999.92,3.954230928,27.7123,-32.8972,Africa,Southern Africa,2002,0.666,57.4,13.6,12122
2032,Mexico,3,21,5000,Dam Failure,large,1008.6,3.480840219,-100.932,21.818,Americas,Central America,2002,0.756,76.8,13.1,16056
2031,China,5,21,0,Heavy Rain,large,28018.74,5.146418606,119.44,28.8575,Asia,Eastern Asia,2002,0.727,75.8,13.1,12547
2030,Philippines,5,29,3000,Hurricane/Tropical Storm,large,11679.24,4.766384587,122.971,10.1745,Asia,South-Eastern Asia,2002,0.668,68.2,11.3,7915
4266,Russia,5,1,0,Heavy Rain,very large,5567.64,4.62073241,39.3401,44.1285,Europe,Eastern Europe,2015,0.798,70.1,14.7,"22,352"
2028,China,6,5,0,Heavy Rain,large,522.922,3.496588164,104.103,30.6894,Asia,Eastern Asia,2002,0.727,75.8,13.1,12547
2027,India,3,33,0,Heavy Rain,large,6762.02,4.307197706,78.5235,30.5622,Asia,Southern Asia,2002,0.609,68,11.7,5497
2026,United Kingdom,3,0,250,Heavy Rain,large,61.3685,2.265066763,-0.327314,54.1958,Europe,Northern Europe,2002,0.907,80.7,16.2,39267
4258,Russia,19,0,1200,Heavy Rain,large,242622.13,6.663684012,81.5277,58.1901,Europe,Eastern Europe,2015,0.798,70.1,14.7,"22,352"
2024,Germany,22,55,250000,Heavy Rain,extreme,252250.7,7.045285057,13.0294,48.5684,Europe,Western Europe,2002,0.916,80.9,16.5,43919
2023,China,23,124,270000,Heavy Rain,large,94511.31,6.337211619,112.817,26.7781,Asia,Eastern Asia,2002,0.727,75.8,13.1,12547
2022,Tajikistan,2,24,500,Dam Failure,large,409.976,2.91378843,72.0219,37.2656,Asia,Central Asia,2002,0.624,69.4,11.2,2517
2021,Romania,2,1,0,Heavy Rain,large,16409.15,4.516116081,23.6741,47.0178,Europe,Eastern Europe,2002,0.793,74.7,14.2,18108
4166,Russia,8,0,0,Heavy Rain,extreme,224475.55,6.555289027,156.129,62.7394,Europe,Eastern Europe,2014,0.798,70.1,14.7,"22,352"
2019,China,8,10,1500,Heavy Rain,large,2120.16,4.229458624,116.272,24.4607,Asia,Eastern Asia,2002,0.727,75.8,13.1,12547
2018,China,2,28,0,Heavy Rain,large,5174.6,4.01490678,104.559,35.6268,Asia,Eastern Asia,2002,0.727,75.8,13.1,12547
2017,Pakistan,5,3,800,Heavy Rain,large,1352.07,3.829969181,71.2064,30.0167,Asia,Southern Asia,2002,0.538,66.2,7.8,4866
2016,China,4,2,0,Heavy Rain,large,6075.26,4.38562486,122.641,40.974,Asia,Eastern Asia,2002,0.727,75.8,13.1,12547
4149,Russia,7,70,3000,Heavy Rain,very large,1829701.35,7.283569508,94.3696,55.0332,Europe,Eastern Europe,2014,0.798,70.1,14.7,"22,352"
2014,Vietnam,7,10,2000,Heavy Rain,large,27818.77,5.289435964,103.689,22.1084,Asia,South-Eastern Asia,2002,0.666,75.8,11.9,5092
2013,Germany,9,0,0,Heavy Rain,large,22266.55,5.301895442,13.2498,50.9544,Europe,Western Europe,2002,0.916,80.9,16.5,43919
2012,Romania,5,2,4000,Heavy Rain,large,3417.55,4.232684882,28.3778,44.3828,Europe,Eastern Europe,2002,0.793,74.7,14.2,18108
2011,United Kingdom,3,0,300,Heavy Rain,large,1325.62,3.599540303,-1.44462,53.9096,Europe,Northern Europe,2002,0.907,80.7,16.2,39267
2010,Bulgaria,4,0,0,Heavy Rain,large,8401.28,4.526405451,25.4251,41.8628,Europe,Eastern Europe,2002,0.782,74.2,14.4,15596
2009,South Africa,7,0,2300,Heavy Rain,large,275.312,3.284923181,18.5798,-34.0133,Africa,Southern Africa,2002,0.666,57.4,13.6,12122
2008,Afghanistan,3,0,0,Heavy Rain,extreme,3345.25,4.30257983,65.9365,36.3468,Asia,Southern Asia,2002,0.465,60.4,9.3,1885
2007,United States,35,0,0,Snow/Ice Melt,large,17605.45,5.789715175,-156.216,62.2333,Americas,Northern America,2002,0.915,79.1,16.5,52947
2006,United States,3,0,100,Heavy Rain,large,2046.79,3.788194541,-80.6862,37.2114,Americas,Northern America,2002,0.915,79.1,16.5,52947
2005,China,9,15,10000,Heavy Rain,extreme,127556.41,6.360974793,89.0049,46.3429,Asia,Eastern Asia,2002,0.727,75.8,13.1,12547
2004,Yemen,3,13,0,Heavy Rain,large,5161.32,4.189882041,44.008,15.2291,Asia,Western Asia,2002,0.498,63.8,9.2,3519
2003,Nigeria,3,2,0,Heavy Rain,large,1657.33,3.696530246,3.28106,6.60559,Africa,Western Africa,2002,0.514,52.8,9,5341
4079,Russia,7,0,1500,Heavy Rain,extreme,102479.27,6.156764059,128.424,50.0043,Europe,Eastern Europe,2013,0.798,70.1,14.7,"22,352"
4053,Russia,11,0,390,Snow/Ice Melt,large,630162.34,6.84084513,133.329,68.1591,Europe,Eastern Europe,2013,0.798,70.1,14.7,"22,352"
2000,Turkey,5,34,3000,Monsoon,large,15133.75,4.87891656,35.0527,40.0017,Asia,Western Asia,2002,0.761,75.3,14.5,18677
1999,Nepal,26,380,250000,Monsoon,large,15065.71,5.592962951,85.3065,27.6961,Asia,Southern Asia,2002,0.548,69.6,12.4,2311
1998,Philippines,9,18,7000,Hurricane/Tropical Storm,large,12840.76,5.062833238,121.063,14.6693,Asia,South-Eastern Asia,2002,0.668,68.2,11.3,7915
4031,Russia,13,4,1500,Heavy Rain,large,2432.33,4.499965849,39.2468,44.3289,Europe,Eastern Europe,2013,0.798,70.1,14.7,"22,352"
1996,Venezuela,12,5,50000,Heavy Rain,large,224943.54,6.431254772,-69.3067,7.56526,Americas,South America,2002,0.762,74.2,14.2,16159
1995,Romania,5,5,0,Heavy Rain,large,5421.41,4.433082257,26.178,47.6469,Europe,Eastern Europe,2002,0.793,74.7,14.2,18108
1994,Slovakia,5,0,0,Heavy Rain,large,2189.04,4.039223702,21.2657,49.059,Europe,Eastern Europe,2002,0.844,76.3,15.1,25845
4012,Russia,5,4,1500,Heavy Rain,very large,5668.01,4.628491871,39.1034,44.2559,Europe,Eastern Europe,2013,0.798,70.1,14.7,"22,352"
1992,South Africa,3,8,0,Heavy Rain,large,5573.46,4.223246143,27.7078,-31.2427,Africa,Southern Africa,2002,0.666,57.4,13.6,12122
1991,Vietnam,141,155,200000,Monsoon,large,46641.08,6.817987711,105.254,10.5017,Asia,South-Eastern Asia,2002,0.666,75.8,11.9,5092
1990,Nepal,3,46,0,Monsoon,large,1052.89,3.499504256,86.8796,27.2934,Asia,Southern Asia,2002,0.548,69.6,12.4,2311
1989,Mongolia,3,7,0,Heavy Rain,large,32885.05,4.994119761,101.339,48.2057,Asia,Eastern Asia,2002,0.727,69.4,14.6,10729
1988,Czech Republic,4,3,0,Heavy Rain,large,1326.28,3.724695212,16.6355,49.5355,Europe,Eastern Europe,2002,0.87,78.6,16.4,26660
1987,Guatemala,3,2,0,Heavy Rain,large,3708.25,4.04629026,-89.74,15.3651,Americas,Central America,2002,0.627,71.8,10.7,6929
1986,Spain,3,0,0,Heavy Rain,large,353.893,3.025993227,2.68538,39.6197,Europe,Southern Europe,2002,0.876,82.6,17.3,32045
1985,New Zealand,4,0,0,Heavy Rain,large,6948.68,4.443962303,174.757,-36.9518,Oceania,Australia and New Zealand,2002,0.913,81.8,19.2,32689
3996,Russia,7,7,1120,Heavy Rain,very large,10482.16,5.041640084,47.5986,42.3329,Europe,Eastern Europe,2012,0.798,70.1,14.7,"22,352"
1983,Japan,3,1,10000,Heavy Rain,large,1417.53,3.628653514,136.714,35.3059,Asia,Eastern Asia,2002,0.891,83.5,15.3,36927
1982,Greece,2,1,0,Heavy Rain,large,287.878,2.760238472,23.7749,38.0545,Europe,Southern Europe,2002,0.865,80.9,17.6,24524
1981,Philippines,14,61,25000,Monsoon,large,20604.45,5.460089062,120.563,15.3403,Asia,South-Eastern Asia,2002,0.668,68.2,11.3,7915
1980,Nepal,3,0,0,Heavy Rain,large,1921.2,3.760693833,83.3552,27.5752,Asia,Southern Asia,2002,0.548,69.6,12.4,2311
1979,United States,3,1,0,Heavy Rain,large,712.688,3.330020701,-101.738,41.0922,Americas,Northern America,2002,0.915,79.1,16.5,52947
1978,Yemen,3,10,0,Heavy Rain,large,3902.44,4.068457489,43.7053,15.1817,Asia,Western Asia,2002,0.498,63.8,9.2,3519
1977,Colombia,4,0,18000,Heavy Rain,large,1418.55,3.753904639,-70.7849,7.05922,Americas,South America,2002,0.72,74,13.5,12040
3943,Russia,11,171,24000,Heavy Rain,extreme,18552.42,5.610823248,38.5436,44.8644,Europe,Eastern Europe,2012,0.798,70.1,14.7,"22,352"
1975,China,4,5,0,Heavy Rain,large,4728.5,4.276783385,109.831,37.0417,Asia,Eastern Asia,2002,0.727,75.8,13.1,12547
1974,India,69,503,15000000,Monsoon,large,276609.37,7.280715978,89.2696,25.8418,Asia,Southern Asia,2002,0.609,68,11.7,5497
1973,China,8,11,80000,Heavy Rain,large,179044.58,6.156051166,110.702,25.0185,Asia,Eastern Asia,2002,0.727,75.8,13.1,12547
1972,United States,24,9,4000,Heavy Rain,extreme,134175.48,6.808914395,-98.3593,29.5326,Americas,Northern America,2002,0.915,79.1,16.5,52947
1971,China,14,0,0,Heavy Rain,large,598178.98,6.922959184,115.253,29.6633,Asia,Eastern Asia,2002,0.727,75.8,13.1,12547
1970,Georgia,4,0,0,Heavy Rain,extreme,13581.27,5.03603037,45.5916,41.7532,Asia,Western Asia,2002,0.754,74.9,13.8,7164
1969,India,8,169,28000,Monsoon,large,170587.72,6.135037752,73.6623,20.8681,Asia,Southern Asia,2002,0.609,68,11.7,5497
1968,Philippines,2,6,0,Heavy Rain,large,2407.79,3.682648602,122.984,8.18196,Asia,South-Eastern Asia,2002,0.668,68.2,11.3,7915
1967,India,2,4,11000,Dam Failure,large,41.7932,1.922135621,88.9351,22.342,Asia,Southern Asia,2002,0.609,68,11.7,5497
1966,Vietnam,4,4,0,Heavy Rain,large,2182.4,3.940994344,107.069,11.7891,Asia,South-Eastern Asia,2002,0.666,75.8,11.9,5092
1965,Ireland,3,0,0,Heavy Rain,large,2754.41,3.917149841,-6.1593,54.5643,Europe,Northern Europe,2002,0.916,80.9,18.6,39568
1964,China,5,0,0,Heavy Rain,large,22455.41,5.050290993,107.99,33.0246,Asia,Eastern Asia,2002,0.727,75.8,13.1,12547
