registerNum,country1,country2,dateBegan,dateEnded,durationDays,peopleDead,peopleDisplaced,damageUsd,mainCause1,mainCause2,mainCause3,severity,affectedSqKm,magnitude,centroidX,centroidY,region,sub_region,region_code,sub_region_code,year
3822,Colombia,,2011-06-02 00:00:00,2011-06-13 00:00:00,12,464,0,,Heavy Rain,,,very large,236086.96,6.628344505,-74.1581,5.69693,Americas,South America,19.0,5.0,2011
3821,China,,2011-06-01 00:00:00,2011-06-29 00:00:00,29,175,1600000,,Monsoon,,,extreme,431896.52,7.398807698,114.478,27.8963,Asia,Eastern Asia,142.0,30.0,2011
3820,Philippines,,2011-06-05 00:00:00,2011-06-21 00:00:00,17,15,15000,,Heavy Rain,,,very large,71700.83,6.2620643629999995,125.208,8.306339999999999,Asia,South-Eastern Asia,142.0,35.0,2011
3819,Canada,,2011-06-01 00:00:00,2011-07-06 00:00:00,36,0,700,,Heavy Rain,,,large,5634.34,5.3071455510000005,-96.8541,52.2558,Americas,Northern America,19.0,21.0,2011
3818,Algeria,,2011-06-03 00:00:00,2011-06-06 00:00:00,4,4,0,,Heavy Rain,,,large,191002.27,5.88309852,2.8095,32.7048,Africa,Northern Africa,2.0,15.0,2011
3817,Haiti,Dominican Republic,2011-06-04 00:00:00,2011-06-13 00:00:00,10,23,250,,Heavy Rain,,,large,1115.2,4.047352761,-71.9966,18.5965,Americas,Caribbean,19.0,29.0,2011
3816,India,,2011-06-01 00:00:00,2011-06-13 00:00:00,13,4,500,,Monsoon,,,large,20807.38,5.4321607510000005,76.7588,10.8365,Asia,Southern Asia,142.0,34.0,2011
3815,United States,,2011-06-04 00:00:00,2011-07-29 00:00:00,56,0,4600,,Heavy Rain,Dam Failure,,very large,23537.98,6.296048476,-99.4732,43.5376,Americas,Northern America,19.0,21.0,2011
3814,Serbia and Montenegro,,2011-05-23 00:00:00,2011-05-24 00:00:00,2,0,5000,,Heavy Rain,,,large,5465.46,4.038656716,20.8708,43.048,,,,,2011
3813,United States,,2011-05-22 00:00:00,2011-06-21 00:00:00,31,1,1100,,Heavy Rain,Snow/Ice Melt,,extreme,171530.74,7.026733651,-105.666,45.2971,Americas,Northern America,19.0,21.0,2011
3812,Canada,United States,2011-05-04 00:00:00,2011-06-09 00:00:00,37,0,1300,,Heavy Rain,,,extreme,5274.09,5.591379256000001,-73.0141,45.6264,Americas,Northern America,19.0,21.0,2011
3811,Philippines,,2011-05-08 00:00:00,2011-05-11 00:00:00,4,10,0,,Hurricane/Tropical Storm,,,very large,3179.22,4.280471832,124.19200000000001,13.6588,Asia,South-Eastern Asia,142.0,35.0,2011
3810,Brazil,,2011-05-08 00:00:00,2011-05-11 00:00:00,4,2,15000,,Heavy Rain,,,very large,288020.18,6.237574167999999,-40.1191,-9.679789999999999,Americas,South America,19.0,5.0,2011
3809,United States,,2011-05-01 00:00:00,2011-06-09 00:00:00,40,1,25000,,Heavy Rain,,,extreme,239421.33,7.282252826000001,-90.8266,34.0959,Americas,Northern America,19.0,21.0,2011
3808,Indonesia,,2011-04-23 00:00:00,2011-04-25 00:00:00,3,0,1800,,Heavy Rain,,,large,9766.63,4.46686599,124.355,-9.70872,Asia,South-Eastern Asia,142.0,35.0,2011
3807,Venezuela,,2011-04-15 00:00:00,2011-04-25 00:00:00,11,6,0,,Heavy Rain,,,large,37648.86,5.617144516000001,-64.7721,7.677160000000001,Americas,South America,19.0,5.0,2011
3806,Colombia,,2011-04-01 00:00:00,2011-05-19 00:00:00,49,0,29000,,Heavy Rain,,,large,270433.59,7.122256713,-73.2916,3.7216699999999996,Americas,South America,19.0,5.0,2011
3805,Brazil,,2011-04-21 00:00:00,2011-04-25 00:00:00,5,12,0,,Heavy Rain,,,large,306993.58,6.186099297999999,-52.9178,-28.2873,Americas,South America,19.0,5.0,2011
3804,Syria,,2011-04-23 00:00:00,2011-04-25 00:00:00,3,5,0,,Heavy Rain,,,large,7088.55,4.327678662,41.5757,36.8808,,,,,2011
3803,Tanzania,,2011-04-09 00:00:00,2011-05-19 00:00:00,41,8,9000,,Heavy Rain,,,very large,137262.92,6.926428349,37.5593,-6.64778,Africa,Eastern Africa,2.0,14.0,2011
3802,United States,,2011-04-18 00:00:00,2011-04-25 00:00:00,8,3,0,,Heavy Rain,,,large,211220.92,6.227826917000001,-79.3526,38.62,Americas,Northern America,19.0,21.0,2011
3801,Kazahkstan,Russia,2011-04-01 00:00:00,2011-04-19 00:00:00,19,0,9000,,Heavy Rain,Snow/Ice Melt,,very large,213195.15,6.783622181,53.6734,51.448,,,,,2011
3800,Indonesia,,2011-04-01 00:00:00,2011-04-10 00:00:00,10,18,3000,,Heavy Rain,,,very large,17351.66,5.415432288,137.834,-4.39091,Asia,South-Eastern Asia,142.0,35.0,2011
3799,United States,Canada,2010-04-01 00:00:00,2011-05-24 00:00:00,419,5,3600,,Heavy Rain,Snow/Ice Melt,,extreme,46208.32,7.587964198,-97.2192,48.6788,Americas,Northern America,19.0,21.0,2010
3798,Namibia,Angola,2011-03-15 00:00:00,2011-04-19 00:00:00,36,62,10000,,Heavy Rain,,,very large,102874.48,6.744701413,20.642,-18.1881,Africa,Southern Africa,2.0,18.0,2011
3797,Malaysia,,2011-03-31 00:00:00,2011-04-01 00:00:00,2,0,4230,,Heavy Rain,,,large,31580.94,4.800455048,100.48200000000001,6.08029,Asia,South-Eastern Asia,142.0,35.0,2011
3796,Indonesia,,2011-03-31 00:00:00,2011-04-01 00:00:00,2,0,400,,Heavy Rain,,,large,23979.38,4.680867946,98.9728,3.32971,Asia,South-Eastern Asia,142.0,35.0,2011
3795,Thailand,,2011-03-23 00:00:00,2011-04-10 00:00:00,19,59,84000,,Heavy Rain,,,extreme,33575.43,6.10580518,99.277,8.66649,Asia,South-Eastern Asia,142.0,35.0,2011
3794,Malaysia,,2011-03-24 00:00:00,2011-03-25 00:00:00,2,0,406,,Heavy Rain,,,very large,7361.19,4.3440692819999995,101.212,4.85749,Asia,South-Eastern Asia,142.0,35.0,2011
3793,Tasmania,,2011-03-22 00:00:00,2011-03-28 00:00:00,7,0,500,,Heavy Rain,,,extreme,4650.1,4.813590328,147.327,-41.4217,,,,,2011
3792,Australia,,2011-03-14 00:00:00,2011-03-18 00:00:00,5,0,217,,Heavy Rain,,,extreme,114051.18,6.057099783,122.73,-18.939,Oceania,Australia and New Zealand,9.0,53.0,2011
3791,Namibia,,2011-03-01 00:00:00,2011-03-18 00:00:00,18,0,4000,,Heavy Rain,,,large,47808.61,5.9347786220000005,22.8815,-18.0384,Africa,Southern Africa,2.0,18.0,2011
3790,Brazil,,2011-03-12 00:00:00,2011-03-18 00:00:00,7,10,31000,,Heavy Rain,,,very large,124445.34,6.116167937999999,-48.1626,-23.783,Americas,South America,19.0,5.0,2011
3789,Philippines,,2011-03-14 00:00:00,2011-03-18 00:00:00,5,9,14138,,Heavy Rain,,,very large,25963.78,5.289429183999999,125.09100000000001,8.10431,Asia,South-Eastern Asia,142.0,35.0,2011
3788,Lebanon,Syria,2011-03-10 00:00:00,2011-03-11 00:00:00,2,3,0,,Heavy Rain,Snow/Ice Melt,,large,2306.7,3.6640211110000003,36.397,34.5222,Asia,Western Asia,142.0,145.0,2011
3787,Japan,,2011-03-11 00:00:00,2011-03-11 00:00:00,1,10000,200000,,Tsunami,,,extreme,4766.62,3.979240527,140.82299999999998,37.8022,Asia,Eastern Asia,142.0,30.0,2011
3786,Australia,,2011-03-07 00:00:00,2011-03-28 00:00:00,22,1,0,,Monsoon,,,large,457221.41,7.0025492389999995,146.658,-19.7897,Oceania,Australia and New Zealand,9.0,53.0,2011
3785,United States,,2011-03-07 00:00:00,2011-03-28 00:00:00,22,1,0,,Heavy Rain,Snow/Ice Melt,,very large,1163517.11,7.584286714,-83.56,36.7798,Americas,Northern America,19.0,21.0,2011
3784,Indonesia,,2011-03-10 00:00:00,2011-03-11 00:00:00,2,12,750,,Heavy Rain,,,very large,41506.24,5.095234648,97.0985,4.211,Asia,South-Eastern Asia,142.0,35.0,2011
3783,Indonesia,,2011-02-24 00:00:00,2011-02-26 00:00:00,3,0,4000,,Heavy Rain,,,very large,4197.8,4.276234257,115.087,-8.41426,Asia,South-Eastern Asia,142.0,35.0,2011
3782,Bolivia,Peru,2011-02-14 00:00:00,2011-02-26 00:00:00,13,3,10000,,Heavy Rain,,,very large,122139.84,6.376891958,-65.5997,-16.4659,Americas,South America,19.0,5.0,2011
3781,Peru,,2011-02-10 00:00:00,2011-02-26 00:00:00,17,0,300,,Heavy Rain,,,large,135202.5,6.361433644,-71.7581,-14.5325,Americas,South America,19.0,5.0,2011
3780,Malaysia,,2011-02-01 00:00:00,2011-02-16 00:00:00,16,0,24000,,Heavy Rain,,,large,36529.58,5.766764662000001,102.77,2.65259,Asia,South-Eastern Asia,142.0,35.0,2011
3779,Afghanistan,,2011-02-10 00:00:00,2011-02-16 00:00:00,7,25,3000,,Snow/Ice Melt,,,large,63337.57,5.646759437,63.9941,35.0754,Asia,Southern Asia,142.0,34.0,2011
3778,Lesotho,,2011-02-01 00:00:00,2011-02-16 00:00:00,16,26,5000,,Heavy Rain,,,large,19634.43,5.497138281000001,28.0783,-29.5025,Africa,Southern Africa,2.0,18.0,2011
3777,Philippines,,2011-02-01 00:00:00,2011-02-04 00:00:00,4,11,2000,,Heavy Rain,,,very large,44521.72,5.426723184,124.865,7.095269999999999,Asia,South-Eastern Asia,142.0,35.0,2011
3776,Sri Lanka,,2011-02-01 00:00:00,2011-02-14 00:00:00,14,14,250000,,Heavy Rain,,,very large,19891.49,5.620886611,80.5342,8.513160000000001,Asia,Southern Asia,142.0,34.0,2011
3775,Bolivia,,2011-01-30 00:00:00,2011-01-31 00:00:00,2,31,500,,Heavy Rain,,,large,85174.87,5.231341475,-64.0418,-21.090999999999998,Americas,South America,19.0,5.0,2011
3774,Malaysia,,2011-01-28 00:00:00,2011-01-31 00:00:00,4,2,20000,,Heavy Rain,,,very large,62167.77,5.57171654,104.669,-4.05208,Asia,South-Eastern Asia,142.0,35.0,2011
3773,Philippines,,2011-01-25 00:00:00,2011-01-31 00:00:00,7,0,32342,,Heavy Rain,,,very large,3623.61,4.580330749,125.779,9.40044,Asia,South-Eastern Asia,142.0,35.0,2011
3772,New Zealand,,2011-01-28 00:00:00,2011-01-31 00:00:00,4,0,0,,Hurricane/Tropical Storm,,,very large,12401.11,4.87161181,175.63400000000001,-36.617,Oceania,Australia and New Zealand,9.0,53.0,2011
3771,Saudi Arabia,,2011-01-26 00:00:00,2011-01-31 00:00:00,6,10,0,,Heavy Rain,,,very large,30361.71,5.436568737000001,39.9448,21.3521,Asia,Western Asia,142.0,145.0,2011
3770,Indonesia,,2011-01-16 00:00:00,2011-01-18 00:00:00,3,0,12000,,Heavy Rain,,,large,10402.99,4.494279436,108.26,-6.8436,Asia,South-Eastern Asia,142.0,35.0,2011
3769,Germany,,2011-01-07 00:00:00,2011-01-10 00:00:00,4,0,0,,Heavy Rain,,,large,17419.69,4.843100413,7.631539999999999,50.3468,Europe,Western Europe,150.0,155.0,2011
3768,Sri Lanka,,2011-01-05 00:00:00,2011-01-18 00:00:00,14,23,325000,,Monsoon,,,extreme,22133.29,5.792204006,81.2522,7.603260000000001,Asia,Southern Asia,142.0,34.0,2011
3767,South Africa,Mozambique,2011-01-01 00:00:00,2011-02-04 00:00:00,35,50,300,,Heavy Rain,,,very large,134636.07,6.84932073,28.406999999999996,-31.0553,Africa,Southern Africa,2.0,18.0,2011
3766,Brazil,,2011-01-01 00:00:00,2011-01-18 00:00:00,18,665,100000,,Heavy Rain,,,extreme,587384.59,7.325225049,-43.449,-18.7387,Americas,South America,19.0,5.0,2011
3765,Philippines,,2011-01-01 00:00:00,2011-01-18 00:00:00,18,53,10000,,Heavy Rain,,,extreme,10773.79,5.588671007,125.566,8.132639999999999,Asia,South-Eastern Asia,142.0,35.0,2011
3764,Australia,,2010-12-25 00:00:00,2011-02-04 00:00:00,42,35,175000,,Hurricane/Tropical Storm,Monsoon,,extreme,911256.21,7.883919787000001,147.631,-24.7747,Oceania,Australia and New Zealand,9.0,53.0,2010
3763,Australia,,2010-12-17 00:00:00,2010-12-28 00:00:00,12,0,0,,Heavy Rain,,,very large,175962.13,6.500691716,115.135,-24.6815,Oceania,Australia and New Zealand,9.0,53.0,2010
3762,United States,,2010-12-19 00:00:00,2010-12-28 00:00:00,10,0,1000,,Heavy Rain,,,very large,355567.84,6.727013733,-120.73299999999999,38.8497,Americas,Northern America,19.0,21.0,2010
3761,Canada,,2010-12-14 00:00:00,2010-12-20 00:00:00,7,0,1000,,Heavy Rain,,,very large,19018.8,5.300372411000001,-67.4496,48.2618,Americas,Northern America,19.0,21.0,2010
3760,Ukraine,,2010-12-13 00:00:00,2010-12-17 00:00:00,5,0,4000,,Heavy Rain,,,large,23546.82,5.070902268,23.3257,48.5418,Europe,Eastern Europe,150.0,151.0,2010
3759,Panama,,2010-12-08 00:00:00,2010-12-17 00:00:00,10,10,2000,,Heavy Rain,,,very large,23750.6,5.551765845,-78.5977,8.883569999999999,Americas,Central America,19.0,13.0,2010
3758,Spain,,2010-12-06 00:00:00,2010-12-10 00:00:00,5,0,30,,Heavy Rain,,,large,22049.53,5.042369341000001,-5.8657900000000005,37.811,Europe,Southern Europe,150.0,39.0,2010
3757,India,,2010-11-15 00:00:00,2010-12-07 00:00:00,23,170,0,,Monsoon,,,very large,57474.5,6.2972942970000005,78.4773,9.88679,Asia,Southern Asia,142.0,34.0,2010
3756,Greece,Albania,2010-12-03 00:00:00,2010-12-17 00:00:00,15,1,0,,Heavy Rain,,,large,27315.31,5.612497393,21.4697,40.1067,Europe,Southern Europe,150.0,39.0,2010
3755,Serbia and Montenegro,Montenegro,2010-12-01 00:00:00,2010-12-17 00:00:00,17,3,30000,,Heavy Rain,,,extreme,101737.38,6.5389594660000006,20.7292,44.0151,,,,,2010
3754,Venezuela,,2010-11-25 00:00:00,2010-12-20 00:00:00,26,30,60000,,Heavy Rain,,,very large,180760.53,6.848168212999999,-66.9385,9.77646,Americas,South America,19.0,5.0,2010
3753,Morocco,,2010-11-29 00:00:00,2010-11-30 00:00:00,2,30,0,,Heavy Rain,,,extreme,70791.19,5.452039204,-7.83745,32.5114,Africa,Northern Africa,2.0,15.0,2010
3752,Australia,,2010-11-27 00:00:00,2010-12-20 00:00:00,24,5,3000,,Heavy Rain,,,extreme,832001.36,7.601365274,147.388,-29.8384,Oceania,Australia and New Zealand,9.0,53.0,2010
3751,Vietnam,,2010-11-02 00:00:00,2010-11-27 00:00:00,26,143,1000000,,Heavy Rain,,,extreme,45583.59,6.374811869,108.00299999999999,15.1821,Asia,South-Eastern Asia,142.0,35.0,2010
3750,Colombia,,2010-11-15 00:00:00,2010-12-20 00:00:00,36,250,800000,,Heavy Rain,,,very large,1140146.22,7.789354312,-72.9604,4.11351,Americas,South America,19.0,5.0,2010
3749,United Kingdom,,2010-11-16 00:00:00,2010-11-20 00:00:00,5,0,0,,Heavy Rain,,,very large,8727.83,4.815967542,-3.5777,50.7875,Europe,Northern Europe,150.0,154.0,2010
3748,Belgium,,2010-11-12 00:00:00,2010-11-15 00:00:00,4,3,0,,Heavy Rain,,,very large,8458.94,4.705467195,4.35761,50.8534,Europe,Western Europe,150.0,155.0,2010
3747,Ghana,,2010-11-05 00:00:00,2010-11-11 00:00:00,7,0,2600,,Heavy Rain,,,very large,4567.71,4.680887822,-0.809999,8.28,Africa,Western Africa,2.0,11.0,2010
3746,Italy,,2010-11-08 00:00:00,2010-11-11 00:00:00,4,0,300,,Heavy Rain,,,extreme,18725.85,5.1755315269999995,11.1382,45.1256,Europe,Southern Europe,150.0,39.0,2010
3745,Sri Lanka,,2010-11-11 00:00:00,2010-11-27 00:00:00,17,2,300000,,Monsoon,,,very large,11880.4,5.481371244,80.3046,7.274589999999999,Asia,Southern Asia,142.0,34.0,2010
3744,Indonesia,,2010-11-02 00:00:00,2010-11-05 00:00:00,4,15,0,,Heavy Rain,,,large,23685.01,4.9765335639999995,121.61399999999999,-8.67221,Asia,South-Eastern Asia,142.0,35.0,2010
3743,Malaysia,,2010-11-01 00:00:00,2010-11-05 00:00:00,5,0,40000,,Heavy Rain,,,large,44792.72,5.35017744,101.92200000000001,5.616280000000001,Asia,South-Eastern Asia,142.0,35.0,2010
3742,Haiti,,2010-11-05 00:00:00,2010-11-10 00:00:00,6,0,0,,Hurricane/Tropical Storm,,,very large,39742.27,5.553495179,-75.8813,20.4766,Americas,Caribbean,19.0,29.0,2010
3741,Chad,,2010-10-01 00:00:00,2010-11-05 00:00:00,36,0,0,,Heavy Rain,,,very large,8249.26,5.648808752000001,15.21,11.205,Africa,Middle Africa,2.0,17.0,2010
3740,Costa Rica,,2010-11-01 00:00:00,2010-11-05 00:00:00,5,17,1000,,Heavy Rain,Landslides/Avalanches,,very large,10440.04,4.8937634260000005,-83.3055,9.0735,Americas,Central America,19.0,13.0,2010
3739,Vietnam,,2010-10-30 00:00:00,2010-11-05 00:00:00,7,18,35000,,Heavy Rain,,,large,33659.75,5.372208926,108.92,12.5176,Asia,South-Eastern Asia,142.0,35.0,2010
3738,Philippines,,2010-11-02 00:00:00,2010-11-05 00:00:00,4,9,0,,Heavy Rain,Landslides/Avalanches,,very large,15301.91,4.962896894,121.76,17.7145,Asia,South-Eastern Asia,142.0,35.0,2010
3737,Thailand,,2010-10-10 00:00:00,2010-11-15 00:00:00,37,206,0,,Heavy Rain,,,extreme,3873.76,5.45736443,102.195,15.03,Asia,South-Eastern Asia,142.0,35.0,2010
3736,China,,2010-10-16 00:00:00,2010-10-19 00:00:00,4,0,100000,,Heavy Rain,,,very large,24954.0,5.175291421,109.833,19.2123,Asia,Eastern Asia,142.0,30.0,2010
3735,Russia,,2010-10-16 00:00:00,2010-10-19 00:00:00,4,13,0,,Heavy Rain,,,very large,7522.87,4.654534807,43.425,45.09,Europe,Eastern Europe,150.0,151.0,2010
3734,Australia,,2010-10-15 00:00:00,2010-10-19 00:00:00,5,0,0,,Heavy Rain,,,large,21254.7,5.026424984,144.27,-30.555,Oceania,Australia and New Zealand,9.0,53.0,2010
3733,Vietnam,,2010-10-15 00:00:00,2010-10-21 00:00:00,7,112,3000,,Heavy Rain,,,very large,109613.58,6.061053661,105.524,16.7052,Asia,South-Eastern Asia,142.0,35.0,2010
3732,Bangladesh,,2010-10-01 00:00:00,2010-10-12 00:00:00,12,15,500000,,Heavy Rain,Storm/Tidal Surge,,very large,29265.76,5.7216323120000006,91.035,24.21,Asia,Southern Asia,142.0,34.0,2010
3731,Australia,,2010-10-09 00:00:00,2010-10-12 00:00:00,4,0,100,,Heavy Rain,,,very large,4896.01,4.467993547,151.02,-27.36,Oceania,Australia and New Zealand,9.0,53.0,2010
3730,Benin,,2010-09-12 00:00:00,2010-11-15 00:00:00,65,272,2000,,Heavy Rain,,,very large,26788.65,6.416955444,5.31,4.86,Africa,Western Africa,2.0,11.0,2010
3729,China,,2010-10-04 00:00:00,2010-10-12 00:00:00,9,0,200000,,Heavy Rain,,,extreme,3978.3,4.854970035,110.025,18.9,Asia,Eastern Asia,142.0,30.0,2010
3728,Mexico,,2010-10-01 00:00:00,2010-10-06 00:00:00,6,0,0,,Heavy Rain,,,large,23269.99,5.144947447,-92.0198,17.9576,Americas,Central America,19.0,13.0,2010
3727,Vietnam,,2010-10-02 00:00:00,2010-10-12 00:00:00,11,149,150000,,Heavy Rain,,,very large,11136.58,5.264235785,105.3,16.83,Asia,South-Eastern Asia,142.0,35.0,2010
3726,Indonesia,,2010-10-02 00:00:00,2010-10-06 00:00:00,5,84,0,,Heavy Rain,,,very large,31988.88,5.380060297999999,132.811,-1.2235200000000002,Asia,South-Eastern Asia,142.0,35.0,2010
3725,Jamaica,,2010-09-20 00:00:00,2010-09-30 00:00:00,11,5,0,,Hurricane/Tropical Storm,,,very large,6786.59,5.049135557,-77.2932,18.1978,Americas,Caribbean,19.0,29.0,2010
3724,Uganda,,2010-09-26 00:00:00,2010-09-30 00:00:00,5,0,600,,Heavy Rain,,,very large,3303.97,4.394097359,32.715,1.305,Africa,Eastern Africa,2.0,14.0,2010
3723,Thailand,,2010-09-20 00:00:00,2010-09-30 00:00:00,11,2,0,,Heavy Rain,,,very large,14080.23,5.366093693,100.35,14.445,Asia,South-Eastern Asia,142.0,35.0,2010
3722,United States,,2010-09-22 00:00:00,2010-09-30 00:00:00,9,0,0,,Heavy Rain,,,extreme,3873.19,4.843341307,-90.18,44.01,Americas,Northern America,19.0,21.0,2010
3721,Mexico,,2010-09-18 00:00:00,2010-09-30 00:00:00,13,19,0,,Hurricane/Tropical Storm,,,extreme,98327.2,6.40764702,-87.57,14.4,Americas,Central America,19.0,13.0,2010
3720,Canada,,2010-09-25 00:00:00,2010-09-28 00:00:00,4,0,720,,Heavy Rain,,,extreme,45780.38,5.56376938,-126.67,50.9015,Americas,Northern America,19.0,21.0,2010
3719,Taiwan,,2010-09-18 00:00:00,2010-09-20 00:00:00,3,0,0,,Hurricane/Tropical Storm,,,extreme,6726.25,4.605924255,120.70100000000001,22.4293,Asia,Eastern Asia,142.0,30.0,2010
3718,India,,2010-09-18 00:00:00,2010-09-20 00:00:00,3,0,0,,Monsoon,,,large,11289.64,4.529801348,87.75,25.695,Asia,Southern Asia,142.0,34.0,2010
3717,India,,2010-09-18 00:00:00,2010-09-30 00:00:00,13,88,15000,,Monsoon,,,very large,38537.96,5.875923332999999,82.845,26.73,Asia,Southern Asia,142.0,34.0,2010
3716,Bangladesh,,2010-09-09 00:00:00,2010-09-30 00:00:00,22,0,140000,,Monsoon,,,very large,7364.9,5.385680794,89.64,25.425,Asia,Southern Asia,142.0,34.0,2010
3715,Nigeria,,2010-09-13 00:00:00,2010-09-30 00:00:00,18,40,10000,,Heavy Rain,Dam Failure,,very large,8694.6,5.370613371,4.5,12.78,Africa,Western Africa,2.0,11.0,2010
3714,Chad,,2010-08-15 00:00:00,2010-09-17 00:00:00,34,24,70000,,Heavy Rain,,,very large,38021.99,6.287605019,14.625,11.385,Africa,Middle Africa,2.0,17.0,2010
3713,India,,2010-09-05 00:00:00,2010-09-17 00:00:00,13,1,30000,,Heavy Rain,,,very large,12555.81,5.3888793470000005,92.25,26.235,Asia,Southern Asia,142.0,34.0,2010
3712,India,,2010-09-01 00:00:00,2010-09-17 00:00:00,17,0,78000,,Monsoon,,,very large,15951.54,5.609342797999999,80.055,16.29,Asia,Southern Asia,142.0,34.0,2010
3711,United States,,2010-09-07 00:00:00,2010-09-11 00:00:00,5,8,0,,Hurricane/Tropical Storm,,,large,15031.48,4.875971748,-97.065,28.89,Americas,Northern America,19.0,21.0,2010
3710,India,,2010-09-05 00:00:00,2010-09-28 00:00:00,24,0,12500,,Heavy Rain,,,large,10843.63,5.415385932,76.05,25.965,Asia,Southern Asia,142.0,34.0,2010
3709,Mauritania,,2010-08-19 00:00:00,2010-08-21 00:00:00,3,0,4000,,Heavy Rain,,,very large,11046.27,4.696428168,-7.65,16.245,Africa,Western Africa,2.0,11.0,2010
3708,Australia,,2010-09-01 00:00:00,2010-09-15 00:00:00,15,0,10000,,Heavy Rain,,,extreme,7093.05,5.327954276,143.325,-38.07,Oceania,Australia and New Zealand,9.0,53.0,2010
3707,Mexico,,2010-08-15 00:00:00,2010-10-06 00:00:00,53,100,50000,,Hurricane/Tropical Storm,,,extreme,14761.29,6.194430177999999,-92.25,17.91,Americas,Central America,19.0,13.0,2010
3706,Sudan,,2010-08-01 00:00:00,2010-09-20 00:00:00,51,0,57135,,Heavy Rain,,,very large,58589.17,6.651478781000001,29.115,9.855,Africa,Northern Africa,2.0,15.0,2010
3705,North Korea,,2010-08-26 00:00:00,2010-09-01 00:00:00,7,0,35000,,Heavy Rain,,,very large,305.538,3.506254531,124.965,40.365,Asia,Eastern Asia,142.0,30.0,2010
3704,Burma/Myanmar,,2010-08-01 00:00:00,2010-09-01 00:00:00,32,0,20000,,Heavy Rain,,,large,4327.09,5.141345907,95.49,20.88,Asia,South-Eastern Asia,142.0,35.0,2010
3703,Niger,,2010-08-01 00:00:00,2010-09-10 00:00:00,41,1,5000,,Heavy Rain,,,extreme,619077.86,7.705559125,14.0074,13.6058,Africa,Western Africa,2.0,11.0,2010
3702,United States,,2010-08-10 00:00:00,2010-08-11 00:00:00,2,1,1000,,Heavy Rain,,,large,8257.4,4.217873319,-93.4672,42.3135,Americas,Northern America,19.0,21.0,2010
3701,North Korea,,2010-07-27 00:00:00,2010-08-08 00:00:00,13,0,17000,,Heavy Rain,,,large,51188.84,5.82311864,125.713,39.5887,Asia,Eastern Asia,142.0,30.0,2010
3700,India,,2010-08-06 00:00:00,2010-08-08 00:00:00,3,150,180,,Heavy Rain,,,very large,145020.41,5.814641642000001,76.1256,33.5267,Asia,Southern Asia,142.0,34.0,2010
3699,China,,2010-07-27 00:00:00,2010-08-11 00:00:00,16,65,180,,Heavy Rain,,,very large,442536.33,7.026160172000001,99.9857,37.8435,Asia,Eastern Asia,142.0,30.0,2010
3698,Germany,,2010-07-27 00:00:00,2010-08-08 00:00:00,13,15,3000,,Heavy Rain,,,very large,45883.94,5.951695315,13.9953,51.4677,Europe,Western Europe,150.0,155.0,2010
3697,Afghanistan,,2010-07-27 00:00:00,2010-08-03 00:00:00,8,65,180,,Heavy Rain,,,large,176799.06,6.1505699389999995,68.8594,35.2106,Asia,Southern Asia,142.0,34.0,2010
3696,Pakistan,,2010-07-27 00:00:00,2010-11-15 00:00:00,112,1750,10000000,,Monsoon,,,extreme,129691.63,7.463159967,73.2579,33.3634,Asia,Southern Asia,142.0,34.0,2010
3695,Burkina Faso,,2010-07-21 00:00:00,2010-07-25 00:00:00,5,14,20000,,Heavy Rain,,,large,160792.23,5.905235062999999,-1.38925,12.9425,Africa,Western Africa,2.0,11.0,2010
3694,Saudi Arabia,,2010-07-23 00:00:00,2010-07-25 00:00:00,3,14,0,,Heavy Rain,,,large,346152.85,6.016389166000001,41.9223,21.515,Asia,Western Asia,142.0,145.0,2010
3693,Vietnam,,2010-07-23 00:00:00,2010-07-25 00:00:00,3,8,12400,,Hurricane/Tropical Storm,,,large,68318.98,5.3116626280000006,105.95100000000001,22.1069,Asia,South-Eastern Asia,142.0,35.0,2010
3692,China,,2010-07-23 00:00:00,2010-08-03 00:00:00,12,1100,300000,,Monsoon,,,extreme,1049485.12,7.401187527,111.074,31.5774,Asia,Eastern Asia,142.0,30.0,2010
3691,Indonesia,,2010-07-23 00:00:00,2010-07-25 00:00:00,3,21,15000,,Heavy Rain,,,large,106460.15,5.504308328,114.97200000000001,-2.14107,Asia,South-Eastern Asia,142.0,35.0,2010
3690,Nepal,,2010-07-25 00:00:00,2010-07-25 00:00:00,1,12,0,,Heavy Rain,,,large,132628.58,5.12263712,84.7848,28.3526,Asia,Southern Asia,142.0,34.0,2010
3689,United States,,2010-07-25 00:00:00,2010-07-25 00:00:00,1,1,500,,Dam Failure,Heavy Rain,,large,214908.29,5.3322531689999995,-91.0026,41.0582,Americas,Northern America,19.0,21.0,2010
3688,China,,2010-07-21 00:00:00,2010-07-23 00:00:00,3,1,15000,,Hurricane/Tropical Storm,,,very large,10513.16,4.6749457880000005,114.01,22.6733,Asia,Eastern Asia,142.0,30.0,2010
3687,Pakistan,,2010-07-21 00:00:00,2010-07-23 00:00:00,3,60,0,,Heavy Rain,,,very large,14176.85,4.804792258,66.9459,30.5059,Asia,Southern Asia,142.0,34.0,2010
3686,Philippines,,2010-07-12 00:00:00,2010-07-15 00:00:00,4,23,0,,Hurricane/Tropical Storm,,,very large,34784.5,5.319537015,121.46799999999999,17.096,Asia,South-Eastern Asia,142.0,35.0,2010
