registerNum,country1,country2,dateBegan,dateEnded,durationDays,peopleDead,peopleDisplaced,damageUsd,mainCause1,mainCause2,mainCause3,severity,affectedSqKm,magnitude,centroidX,centroidY,region,sub_region,region_code,sub_region_code,year
857,Russia,,1994-07-02 00:00:00,1994-07-07 00:00:00,6,4,0,,Heavy Rain,,,large,322784.51,6.287063936,111.609,53.6353,Europe,Eastern Europe,150.0,151.0,1994
856,United States,,1994-07-01 00:00:00,1994-07-15 00:00:00,15,32,20000,,Hurricane/Tropical Storm,,,large,167722.97,6.400683803,-84.3318,31.07,Americas,Northern America,19.0,21.0,1994
855,India,,1994-07-01 00:00:00,1994-07-24 00:00:00,24,617,800000,,Monsoon,,,large,1981837.41,7.677279264,76.6191,20.6258,Asia,Southern Asia,142.0,34.0,1994
854,South Africa,,1994-06-24 00:00:00,1994-06-28 00:00:00,5,2,3000,,Heavy Rain,,,extreme,11393.12,5.056642672,18.8851,-33.9535,Africa,Southern Africa,2.0,18.0,1994
853,United States,,1994-06-22 00:00:00,1994-06-27 00:00:00,6,2,0,,Heavy Rain,,,large,13311.18,4.902367807,-83.6886,37.0272,Americas,Northern America,19.0,21.0,1994
852,Bangladesh,,1994-06-14 00:00:00,1994-06-22 00:00:00,9,1,0,,Monsoon,,,large,6360.08,4.757705088,92.071,21.8758,Asia,Southern Asia,142.0,34.0,1994
851,China,,1994-06-09 00:00:00,1994-06-29 00:00:00,21,719,0,3500000000,Heavy Rain,,,extreme,1015419.65,7.629894854,113.189,25.7177,Asia,Eastern Asia,142.0,30.0,1994
850,Colombia,,1994-06-05 00:00:00,1994-06-09 00:00:00,5,2,240,,Landslides/Avalanches,,,large,27784.17,5.142767432,-76.8547,2.1264,Americas,South America,19.0,5.0,1994
849,Bangladesh,,1994-06-01 00:00:00,1994-06-06 00:00:00,6,6,11000,,Monsoon,,,large,11309.84,4.831607711,91.803,24.6457,Asia,Southern Asia,142.0,34.0,1994
848,Armenia,,1994-05-31 00:00:00,1994-06-01 00:00:00,2,5,400,,Dam Failure,,,large,3590.36,3.856167992,44.0001,40.7485,Asia,Western Asia,142.0,145.0,1994
847,Russia,,1994-05-28 00:00:00,1994-05-30 00:00:00,3,2,0,,Heavy Rain,,,large,22905.3,4.837057239,43.3263,55.3351,Europe,Eastern Europe,150.0,151.0,1994
846,Sri Lanka,,1994-05-25 00:00:00,1994-05-28 00:00:00,4,7,0,,Monsoon,,,large,3394.93,4.132890815,80.3366,6.61343,Asia,Southern Asia,142.0,34.0,1994
845,China,,1994-05-01 00:00:00,1994-05-09 00:00:00,9,70,2000,,Heavy Rain,,,extreme,121675.06,6.340474073999999,118.12799999999999,25.9398,Asia,Eastern Asia,142.0,30.0,1994
844,China,,1994-05-01 00:00:00,1994-05-03 00:00:00,3,95,0,161000000,Heavy Rain,,,large,165721.86,5.696501054,116.038,27.2874,Asia,Eastern Asia,142.0,30.0,1994
843,Uganda,,1994-04-30 00:00:00,1994-05-02 00:00:00,3,11,0,,Heavy Rain,,,large,9570.23,4.45804363,30.1332,0.277229,Africa,Eastern Africa,2.0,14.0,1994
842,Bangladesh,,1994-04-19 00:00:00,1994-04-23 00:00:00,5,20,12000,,Hurricane/Tropical Storm,,,large,22176.39,5.044860855,92.0895,22.5171,Asia,Southern Asia,142.0,34.0,1994
841,United States,,1994-04-09 00:00:00,1994-04-18 00:00:00,10,6,4000,,Heavy Rain,Snow/Ice Melt,,large,644301.28,6.809088994,-97.9613,36.8932,Americas,Northern America,19.0,21.0,1994
840,Russia,,1994-04-06 00:00:00,1994-04-14 00:00:00,9,13,2795,,Snow/Ice Melt,,,large,463435.11,6.620231442000001,41.1058,49.4354,Europe,Eastern Europe,150.0,151.0,1994
839,Bangladesh,,1994-03-29 00:00:00,1994-04-02 00:00:00,5,16,100000,,Heavy Rain,,,large,2275.44,4.056035393,89.816,23.9528,Asia,Southern Asia,142.0,34.0,1994
838,Philippines,,1994-03-18 00:00:00,1994-03-31 00:00:00,14,9,16821,855000,Heavy Rain,,,large,36858.21,5.7126622760000005,125.689,8.3822,Asia,South-Eastern Asia,142.0,35.0,1994
837,Jordan,,1994-03-24 00:00:00,1994-03-26 00:00:00,3,9,300,,Heavy Rain,,,large,3809.42,4.057980112,35.9181,32.4176,Asia,Western Asia,142.0,145.0,1994
836,United States,,1994-03-24 00:00:00,1994-03-28 00:00:00,5,35,0,,Heavy Rain,,,large,179822.05,5.953812949,-85.30799999999999,33.0034,Americas,Northern America,19.0,21.0,1994
835,Indonesia,,1994-03-23 00:00:00,1994-03-26 00:00:00,4,12,83125,1400000,Heavy Rain,,,large,36275.49,5.1616732789999995,111.684,-7.50232,Asia,South-Eastern Asia,142.0,35.0,1994
834,Russia,,1994-03-17 00:00:00,1994-03-22 00:00:00,6,7,0,,Heavy Rain,,,large,72009.25,5.635539538,44.6012,46.5257,Europe,Eastern Europe,150.0,151.0,1994
833,Indonesia,,1994-03-12 00:00:00,1994-03-16 00:00:00,5,5,50000,1700000,Heavy Rain,,,large,1822.72,3.959689963,118.79799999999999,-8.48433,Asia,South-Eastern Asia,142.0,35.0,1994
832,Iran,,1994-03-11 00:00:00,1994-03-14 00:00:00,4,4,80,,Heavy Rain,,,large,26419.01,5.023976531000001,59.3372,35.3656,Asia,Southern Asia,142.0,34.0,1994
831,Peru,,1994-02-27 00:00:00,1994-03-06 00:00:00,8,17,120000,,Heavy Rain,,,extreme,27660.41,5.645978596,-76.0086,-12.0008,Americas,South America,19.0,5.0,1994
830,Bangladesh,,1994-02-26 00:00:00,1994-03-02 00:00:00,5,13,0,,Heavy Rain,,,large,6727.37,4.526815319,92.0345,22.4749,Asia,Southern Asia,142.0,34.0,1994
829,Indonesia,,1994-02-11 00:00:00,1994-02-14 00:00:00,4,5,0,,Heavy Rain,,,large,19421.63,4.890345667,99.03299999999999,3.12557,Asia,South-Eastern Asia,142.0,35.0,1994
828,Peru,,1994-01-31 00:00:00,1994-02-20 00:00:00,21,63,12000,,Heavy Rain,,,large,609261.38,7.107022945,-77.0482,-8.13028,Americas,South America,19.0,5.0,1994
827,Madagascar,,1994-01-31 00:00:00,1994-02-16 00:00:00,17,200,50000,,Hurricane/Tropical Storm,,,large,142993.47,6.385765127000001,47.7167,-18.8541,Africa,Eastern Africa,2.0,14.0,1994
826,Colombia,,1994-01-31 00:00:00,1994-02-02 00:00:00,3,16,60000,,Heavy Rain,,,large,4298.62,4.11045031,-76.2,3.5276400000000003,Americas,South America,19.0,5.0,1994
825,Indonesia,,1994-01-28 00:00:00,1994-01-31 00:00:00,4,2,0,,Heavy Rain,,,large,59036.58,5.373181182000001,110.662,-7.37598,Asia,South-Eastern Asia,142.0,35.0,1994
824,Papua New Guinea,,1994-01-16 00:00:00,1994-01-20 00:00:00,5,9,0,,Hurricane/Tropical Storm,,,large,65497.93,5.515197579,148.53,-9.05287,Oceania,Melanesia,9.0,54.0,1994
823,Australia,,1994-01-16 00:00:00,1994-01-20 00:00:00,5,13,0,,Hurricane/Tropical Storm,,,large,120854.33,5.781232219,151.685,-25.2628,Oceania,Australia and New Zealand,9.0,53.0,1994
822,Indonesia,,1994-01-12 00:00:00,1994-01-22 00:00:00,11,10,50700,1900000,Heavy Rain,,,large,10207.65,5.050318456,107.65700000000001,-6.839980000000001,Asia,South-Eastern Asia,142.0,35.0,1994
821,Tanzania,,1994-01-09 00:00:00,1994-01-13 00:00:00,5,31,7000,,Heavy Rain,,,large,65599.48,5.515870401,38.4373,-9.38978,Africa,Eastern Africa,2.0,14.0,1994
820,Philippines,,1994-01-04 00:00:00,1994-01-08 00:00:00,5,29,14000,,Hurricane/Tropical Storm,,,large,44225.95,5.344647175,123.45,13.4358,Asia,South-Eastern Asia,142.0,35.0,1994
819,United Kingdom,,1993-12-30 00:00:00,1993-12-31 00:00:00,2,0,300,,Heavy Rain,,,large,5379.22,4.031749302,0.83137,51.0549,Europe,Northern Europe,150.0,154.0,1993
818,Papua New Guinea,,1993-12-29 00:00:00,1993-12-30 00:00:00,2,14,3500,,Heavy Rain,,,large,9588.1,4.282762551,145.32,-6.46321,Oceania,Melanesia,9.0,54.0,1993
817,Philippines,,1993-12-27 00:00:00,1993-12-28 00:00:00,2,6,12000,7400000,Hurricane/Tropical Storm,,,large,1266.81,3.403741479,125.59,9.658560000000001,Asia,South-Eastern Asia,142.0,35.0,1993
816,Indonesia,,1993-12-26 00:00:00,1993-12-27 00:00:00,2,2,8000,,Heavy Rain,,,large,4052.37,3.908739087,106.35700000000001,-6.2419199999999995,Asia,South-Eastern Asia,142.0,35.0,1993
815,Israel,,1993-12-23 00:00:00,1993-12-23 00:00:00,1,2,0,,Heavy Rain,,,extreme,3180.52,3.803528127,35.0229,30.2472,Asia,Western Asia,142.0,145.0,1993
814,Ukraine,,1993-12-20 00:00:00,1993-12-24 00:00:00,5,5,25000,159000000,Heavy Rain,,,large,4267.45,4.329138446,22.7867,48.3884,Europe,Eastern Europe,150.0,151.0,1993
813,Malaysia,,1993-12-22 00:00:00,1993-12-27 00:00:00,6,23,20000,,Monsoon,,,large,103827.06,5.794461807,102.44200000000001,3.79233,Asia,South-Eastern Asia,142.0,35.0,1993
812,France,Germany,1993-12-21 00:00:00,1993-12-31 00:00:00,11,11,48000,1142000000,Heavy Rain,,,extreme,261149.34,6.7593116129999995,5.768269999999999,50.3802,Europe,Western Europe,150.0,155.0,1993
811,Thailand,,1993-12-16 00:00:00,1993-12-29 00:00:00,14,41,2000,80000000,Heavy Rain,,,large,42416.31,5.77366092,100.419,7.28291,Asia,South-Eastern Asia,142.0,35.0,1993
810,Colombia,,1993-12-16 00:00:00,1993-12-18 00:00:00,3,35,150,,Heavy Rain,,,large,1958.11,3.76895834,-76.2092,6.87608,Americas,South America,19.0,5.0,1993
809,Sri Lanka,,1993-12-15 00:00:00,1993-12-27 00:00:00,13,0,500000,,Heavy Rain,,,extreme,24712.98,5.807898466,80.7928,8.56672,Asia,Southern Asia,142.0,34.0,1993
808,Costa Rica,Panama,1993-12-09 00:00:00,1993-12-12 00:00:00,4,4,17000,3000000,Heavy Rain,,,large,14333.82,4.758421938,-83.0411,9.64613,Americas,Central America,19.0,13.0,1993
807,Peru,,1993-12-08 00:00:00,1993-12-15 00:00:00,8,0,5000,,Heavy Rain,,,large,162327.61,6.113482381,-74.5879,-10.0433,Americas,South America,19.0,5.0,1993
806,China,,1993-12-07 00:00:00,1993-12-15 00:00:00,9,0,5200,,Snow/Ice Melt,,,large,12109.08,5.037353658,107.087,40.4443,Asia,Eastern Asia,142.0,30.0,1993
805,Philippines,Vietnam,1993-12-05 00:00:00,1993-12-13 00:00:00,9,353,598000,5700000,Hurricane/Tropical Storm,,,large,46913.01,5.6255358079999995,108.845,12.3152,Asia,South-Eastern Asia,142.0,35.0,1993
804,India,,1993-12-04 00:00:00,1993-12-15 00:00:00,12,70,45000,216000000,Hurricane/Tropical Storm,,,large,7968.64,4.9805654530000005,79.9572,12.5851,Asia,Southern Asia,142.0,34.0,1993
803,Philippines,,1993-11-29 00:00:00,1993-12-01 00:00:00,3,27,0,,Heavy Rain,,,large,359.29699999999997,3.032574846,124.962,10.7409,Asia,South-Eastern Asia,142.0,35.0,1993
802,Thailand,,1993-11-27 00:00:00,1993-12-02 00:00:00,6,11,0,,Heavy Rain,,,large,56411.85,5.529521592999999,99.8978,8.15766,Asia,South-Eastern Asia,142.0,35.0,1993
801,Iran,,1993-11-29 00:00:00,1993-11-30 00:00:00,2,3,0,580000,Heavy Rain,,,large,988.946,3.2962025739999996,48.1619,32.5504,Asia,Southern Asia,142.0,34.0,1993
800,Cuba,,1993-11-24 00:00:00,1993-11-28 00:00:00,5,30,51000,,Heavy Rain,,,large,19322.92,4.98504276,-75.3512,20.5564,Americas,Caribbean,19.0,29.0,1993
799,United States,,1993-11-13 00:00:00,1993-11-16 00:00:00,4,5,600,,Heavy Rain,,,extreme,33628.03,5.429791412999999,-91.5834,34.0563,Americas,Northern America,19.0,21.0,1993
798,India,,1993-11-10 00:00:00,1993-11-14 00:00:00,5,95,0,,Heavy Rain,,,large,40501.37,5.306439718,77.5024,11.054,Asia,Southern Asia,142.0,34.0,1993
797,Indonesia,,1993-11-03 00:00:00,1993-11-16 00:00:00,14,5,3000,,Heavy Rain,,,large,44228.12,5.791826515,101.30799999999999,1.1238700000000001,Asia,South-Eastern Asia,142.0,35.0,1993
796,Mexico,,1993-11-04 00:00:00,1993-11-06 00:00:00,3,0,10000,30000000,Heavy Rain,,,large,1666.75,3.698991719,-109.81299999999999,23.0797,Americas,Central America,19.0,13.0,1993
795,China,,1993-11-04 00:00:00,1993-11-15 00:00:00,12,2,0,,Hurricane/Tropical Storm,,,large,1016.71,4.0863783410000005,114.14200000000001,22.4214,Asia,Eastern Asia,142.0,30.0,1993
794,Honduras,,1993-10-31 00:00:00,1993-11-03 00:00:00,4,174,15000,6500000,Heavy Rain,,,large,6656.49,4.425305275,-86.4699,15.6489,Americas,Central America,19.0,13.0,1993
793,France,,1993-10-31 00:00:00,1993-11-02 00:00:00,3,4,0,,Heavy Rain,,,large,1692.24,3.7055832110000004,9.06044,41.5666,Europe,Western Europe,150.0,155.0,1993
792,Algeria,,1993-10-19 00:00:00,1993-10-20 00:00:00,2,22,0,,Heavy Rain,,,large,39704.59,4.899870711,1.81853,35.8439,Africa,Northern Africa,2.0,15.0,1993
791,India,,1993-10-11 00:00:00,1993-10-21 00:00:00,11,35,40000,,Heavy Rain,,,large,40595.2,5.649867371,75.4042,13.407,Asia,Southern Asia,142.0,34.0,1993
790,South Africa,,1993-10-06 00:00:00,1993-10-08 00:00:00,3,12,300,,Heavy Rain,,,large,5895.3,4.247627165,31.8594,-28.2598,Africa,Southern Africa,2.0,18.0,1993
789,Trinidad,Tobago,1993-10-05 00:00:00,1993-10-05 00:00:00,1,5,0,,Heavy Rain,,,large,1178.39,3.071289048,-61.4302,10.607000000000001,,,,,1993
788,Vietnam,,1993-10-02 00:00:00,1993-10-12 00:00:00,11,122,15000,50000000,Heavy Rain,,,extreme,29438.35,5.811336145,106.625,17.4285,Asia,South-Eastern Asia,142.0,35.0,1993
787,Philippines,,1993-10-04 00:00:00,1993-10-12 00:00:00,9,57,300000,6790000,Heavy Rain,,,extreme,35873.11,5.810041534,120.59200000000001,15.6301,Asia,South-Eastern Asia,142.0,35.0,1993
786,Australia,,1993-10-03 00:00:00,1993-10-15 00:00:00,13,0,2000,3000000,Heavy Rain,,,extreme,4163.54,5.034436089,146.608,-36.6559,Oceania,Australia and New Zealand,9.0,53.0,1993
785,Iran,,1993-10-02 00:00:00,1993-10-03 00:00:00,2,0,0,,Heavy Rain,,,large,7202.07,4.158487334,49.1108,37.9331,Asia,Southern Asia,142.0,34.0,1993
784,Mexico,,1993-09-28 00:00:00,1993-09-29 00:00:00,2,0,100000,,Heavy Rain,,,large,13916.18,4.4445500330000005,-98.4013,22.1952,Americas,Central America,19.0,13.0,1993
783,China,,1993-09-27 00:00:00,1993-09-28 00:00:00,2,0,1200,,Heavy Rain,,,extreme,280.443,3.049904596,114.167,22.5233,Asia,Eastern Asia,142.0,30.0,1993
782,United States,,1993-09-22 00:00:00,1993-09-28 00:00:00,7,0,2500,,Heavy Rain,,,extreme,31766.69,5.648100001,-94.6207,36.764,Americas,Northern America,19.0,21.0,1993
781,France,Italy,1993-09-22 00:00:00,1993-10-08 00:00:00,17,17,1700,880000000,Heavy Rain,,,extreme,51313.99,6.241714702,7.36304,45.1072,Europe,Western Europe,150.0,155.0,1993
780,Nicaragua,Costa Rica,1993-09-16 00:00:00,1993-09-22 00:00:00,7,50,38600,5000000,Heavy Rain,,,large,59969.85,5.6230310029999995,-84.0491,12.4551,Americas,Central America,19.0,13.0,1993
779,Australia,,1993-09-15 00:00:00,1993-09-15 00:00:00,1,0,800,,Heavy Rain,,,large,31808.05,4.502537045,146.36,-38.1255,Oceania,Australia and New Zealand,9.0,53.0,1993
778,India,Nepal,1993-09-09 00:00:00,1993-09-17 00:00:00,9,232,4590,7300000,Heavy Rain,,,large,65928.48,5.773315573,78.9675,27.9917,Asia,Southern Asia,142.0,34.0,1993
777,Japan,,1993-09-02 00:00:00,1993-09-04 00:00:00,3,35,5000,,Heavy Rain,,,large,882.2289999999999,3.4227025839999996,130.452,31.5053,Asia,Eastern Asia,142.0,30.0,1993
776,China,,1993-08-27 00:00:00,1993-08-27 00:00:00,1,242,3000,26000000,Dam Failure,,,large,6844.66,3.83535188,100.265,36.1271,Asia,Eastern Asia,142.0,30.0,1993
775,China,,1993-08-21 00:00:00,1993-09-01 00:00:00,12,152,21000,78000000,Heavy Rain,,,large,77049.91,5.965953382,101.704,24.4756,Asia,Eastern Asia,142.0,30.0,1993
774,Japan,,1993-08-27 00:00:00,1993-08-28 00:00:00,2,2,3000,,Heavy Rain,,,large,2420.58,3.684949436,139.686,35.6512,Asia,Eastern Asia,142.0,30.0,1993
773,Mexico,,1993-08-21 00:00:00,1993-08-23 00:00:00,3,0,3000,,Hurricane/Tropical Storm,,,large,22339.48,4.826194313999999,-95.2258,18.0128,Americas,Central America,19.0,13.0,1993
772,United States,,1993-08-21 00:00:00,1993-08-22 00:00:00,2,0,0,,Heavy Rain,,,extreme,579.318,3.364977014,-99.7646,41.6111,Americas,Northern America,19.0,21.0,1993
771,South Korea,,1993-08-20 00:00:00,1993-08-23 00:00:00,4,12,3000,,Heavy Rain,,,large,11570.2,4.665400857,128.072,35.1448,Asia,Eastern Asia,142.0,30.0,1993
770,Philippines,,1993-08-19 00:00:00,1993-08-22 00:00:00,4,5,10000,2600000,Heavy Rain,,,large,7160.8,4.457021535,120.432,15.1818,Asia,South-Eastern Asia,142.0,35.0,1993
769,Sudan,,1993-08-18 00:00:00,1993-08-23 00:00:00,6,6,300,,Heavy Rain,,,large,30815.18,5.266915958999999,31.8434,12.4132,Africa,Northern Africa,2.0,15.0,1993
768,Peru,,1993-08-30 00:00:00,1993-08-30 00:00:00,1,0,300000,,Heavy Rain,,,large,134855.86,5.129869823,-73.5893,-4.86699,Americas,South America,19.0,5.0,1993
767,China,,1993-08-04 00:00:00,1993-08-23 00:00:00,20,101,2577000,121000000,Heavy Rain,,,large,112505.67,6.352204406,115.91799999999999,36.4802,Asia,Eastern Asia,142.0,30.0,1993
766,Venezuela,Nicaragua,1993-08-07 00:00:00,1993-08-12 00:00:00,6,90,47800,,Hurricane/Tropical Storm,,,large,75801.79,5.657830712000001,-65.9923,9.71614,Americas,South America,19.0,5.0,1993
765,Belarus,Ukraine,1993-07-25 00:00:00,1993-08-12 00:00:00,19,6,42000,180000000,Heavy Rain,,,large,85364.07,6.210028714,27.5231,52.3665,Europe,Eastern Europe,150.0,151.0,1993
764,Japan,,1993-07-28 00:00:00,1993-08-07 00:00:00,11,73,5000,,Heavy Rain,,,large,20754.86,5.358512493,131.07399999999998,32.2114,Asia,Eastern Asia,142.0,30.0,1993
763,Russia,,1993-07-31 00:00:00,1993-08-12 00:00:00,13,4,30000,700000000,Heavy Rain,,,extreme,122315.11,6.502453458,108.866,51.3563,Europe,Eastern Europe,150.0,151.0,1993
762,China,,1993-07-27 00:00:00,1993-08-01 00:00:00,6,41,7000,27000000,Heavy Rain,,,large,9596.62,4.760269548999999,103.65299999999999,29.7518,Asia,Eastern Asia,142.0,30.0,1993
761,China,,1993-07-26 00:00:00,1993-08-15 00:00:00,21,72,200000,220000000,Heavy Rain,,,extreme,56895.9,6.378330262,121.602,43.9301,Asia,Eastern Asia,142.0,30.0,1993
760,Ethiopia,,1993-07-05 00:00:00,1993-07-15 00:00:00,11,0,120000,,Heavy Rain,,,large,180415.06,6.297665472,39.3187,5.07375,Africa,Eastern Africa,2.0,14.0,1993
759,China,,1993-07-03 00:00:00,1993-07-31 00:00:00,29,367,1003000,570000000,Heavy Rain,,,large,118961.75,6.537805342,110.652,28.8981,Asia,Eastern Asia,142.0,30.0,1993
758,France,,1993-07-06 00:00:00,1993-07-06 00:00:00,1,2,100,,Heavy Rain,,,large,2738.14,3.43745565,4.60164,45.7497,Europe,Western Europe,150.0,155.0,1993
757,India,Nepal,1993-07-08 00:00:00,1993-08-13 00:00:00,37,3083,9370926,100000000,Monsoon,,,extreme,531506.66,7.594740431,89.7567,25.1622,Asia,Southern Asia,142.0,34.0,1993
756,Mexico,,1993-07-05 00:00:00,1993-07-07 00:00:00,3,28,30000,,Heavy Rain,,,large,147720.82,5.646562964,-99.7422,17.9374,Americas,Central America,19.0,13.0,1993
755,Philippines,,1993-06-26 00:00:00,1993-06-28 00:00:00,3,5,22700,,Monsoon,,,large,19660.56,4.770717138999999,120.46,15.6003,Asia,South-Eastern Asia,142.0,35.0,1993
754,United States,,1993-06-24 00:00:00,1993-08-23 00:00:00,61,48,31000,12000000000,Heavy Rain,,,extreme,444971.26,7.7346917920000005,-92.4812,40.3582,Americas,Northern America,19.0,21.0,1993
753,Russia,,1993-06-15 00:00:00,1993-06-30 00:00:00,16,0,0,,Snow/Ice Melt,,,large,3547.11,4.753994639,83.7111,53.2133,Europe,Eastern Europe,150.0,151.0,1993
752,United States,Mexico,1993-06-21 00:00:00,1993-06-23 00:00:00,3,9,12000,,Heavy Rain,,,large,168818.57,5.704541472000001,-88.8702,19.839000000000002,Americas,Northern America,19.0,21.0,1993
751,China,,1993-06-15 00:00:00,1993-07-08 00:00:00,24,132,375000,860000000,Heavy Rain,,,large,432773.2,7.0164716,117.867,27.9846,Asia,Eastern Asia,142.0,30.0,1993
750,Russia,,1993-06-13 00:00:00,1993-06-17 00:00:00,5,15,3000,42978403.35,Heavy Rain,,,large,23269.14,5.065750337,59.9925,60.2954,Europe,Eastern Europe,150.0,151.0,1993
749,United Kingdom,,1993-06-11 00:00:00,1993-06-13 00:00:00,3,8,2500,30000000,Heavy Rain,,,extreme,4408.82,4.422473619,-6.32855,53.6271,Europe,Northern Europe,150.0,154.0,1993
748,China,,1993-05-25 00:00:00,1993-06-30 00:00:00,37,180,17150000,372200000,Heavy Rain,,,large,444778.53,7.216345539,115.40899999999999,24.6177,Asia,Eastern Asia,142.0,30.0,1993
747,India,Bangladesh,1993-06-04 00:00:00,1993-06-22 00:00:00,19,238,950000,28600000,Monsoon,,,large,259045.68,6.692129955,92.0974,24.9382,Asia,Southern Asia,142.0,34.0,1993
746,Taiwan,,1993-06-02 00:00:00,1993-06-06 00:00:00,5,10,0,53000000,Heavy Rain,,,large,7755.71,4.588591566,120.765,24.3267,Asia,Eastern Asia,142.0,30.0,1993
745,Haiti,Cuba,1993-05-31 00:00:00,1993-06-02 00:00:00,3,20,40000,,Heavy Rain,,,large,73170.21,5.3414555560000005,-76.531,20.9476,Americas,Caribbean,19.0,29.0,1993
744,Sri Lanka,,1993-05-28 00:00:00,1993-06-07 00:00:00,11,8,100000,310000,Monsoon,,,large,13958.06,5.1862177460000005,80.3212,6.784330000000001,Asia,Southern Asia,142.0,34.0,1993
743,Somalia,,1993-05-29 00:00:00,1993-06-15 00:00:00,18,0,0,,Heavy Rain,,,large,90683.94,6.212802886,44.6743,2.58292,Africa,Eastern Africa,2.0,14.0,1993
742,Kazahkstan,,1993-05-26 00:00:00,1993-06-04 00:00:00,10,10,30000,36531642.85,Snow/Ice Melt,,,large,213193.78,6.32877453,51.2978,47.9479,,,,,1993
741,Jamaica,,1993-05-19 00:00:00,1993-06-01 00:00:00,14,8,1600,18000000,Heavy Rain,,,large,3211.86,4.652884642,-77.3418,18.0135,Americas,Caribbean,19.0,29.0,1993
740,Argentina,,1993-05-11 00:00:00,1993-05-15 00:00:00,5,0,0,400000000,Heavy Rain,,,large,247102.08,6.091846405,-60.1886,-36.263000000000005,Americas,South America,19.0,5.0,1993
739,Tajikistan,,1993-05-07 00:00:00,1993-05-08 00:00:00,2,0,9000,8400000,Heavy Rain,,,large,20198.33,4.606345459,69.1791,37.9808,Asia,Central Asia,142.0,143.0,1993
738,China,,1993-05-01 00:00:00,1993-05-07 00:00:00,7,65,3000,903000000,Heavy Rain,,,large,72612.48,5.70610931,113.536,23.4747,Asia,Eastern Asia,142.0,30.0,1993
737,Chile,,1993-05-03 00:00:00,1993-05-03 00:00:00,1,21,1225,12500000,Heavy Rain,,,large,1261.76,3.100976755,-71.6121,-33.3854,Americas,South America,19.0,5.0,1993
736,Colombia,,1993-04-26 00:00:00,1993-05-01 00:00:00,6,55,2000,,Heavy Rain,,,large,3592.47,4.3335444,-75.2217,5.30433,Americas,South America,19.0,5.0,1993
735,Ecuador,,1993-04-15 00:00:00,1993-04-15 00:00:00,1,77,25000,,Heavy Rain,,,large,2470.84,3.3928446230000002,-78.9145,-2.8818900000000003,Americas,South America,19.0,5.0,1993
734,Iran,,1993-04-17 00:00:00,1993-04-17 00:00:00,1,1,8000,,Heavy Rain,,,large,5315.08,3.7255098060000003,59.5156,31.4647,Asia,Southern Asia,142.0,34.0,1993
733,United States,,1993-03-07 00:00:00,1993-03-12 00:00:00,6,2,1500,,Snow/Ice Melt,,,large,25231.12,5.180087779,-97.6983,41.7158,Americas,Northern America,19.0,21.0,1993
732,United States,,1993-02-23 00:00:00,1993-03-06 00:00:00,12,1,1600,80000000,Heavy Rain,,,large,7406.56,4.9487977910000005,-113.75299999999999,32.8796,Americas,Northern America,19.0,21.0,1993
731,Tanzania,,1993-02-08 00:00:00,1993-02-12 00:00:00,5,54,2900,3500000,Heavy Rain,,,large,42112.47,5.323380719,37.8933,-5.1477699999999995,Africa,Eastern Africa,2.0,14.0,1993
730,Yemen,,1993-02-05 00:00:00,1993-02-10 00:00:00,6,31,2500,,Heavy Rain,,,large,61492.38,5.566972552999999,45.821999999999996,13.9406,Asia,Western Asia,142.0,145.0,1993
729,Indonesia,,1993-02-01 00:00:00,1993-02-05 00:00:00,5,54,259000,19000000,Monsoon,,,large,19196.74,4.982197487,111.256,-6.807989999999999,Asia,South-Eastern Asia,142.0,35.0,1993
728,Philippines,,1993-02-01 00:00:00,1993-02-05 00:00:00,5,23,90000,37000000,Monsoon,,,large,23141.36,5.063358883,125.706,8.79448,Asia,South-Eastern Asia,142.0,35.0,1993
727,Iran,,1993-02-03 00:00:00,1993-02-22 00:00:00,20,500,300000,1000000000,Heavy Rain,,,large,625231.64,7.097070942999999,55.8857,29.4316,Asia,Southern Asia,142.0,34.0,1993
726,United States,,1993-01-20 00:00:00,1993-01-21 00:00:00,2,0,200,,Heavy Rain,,,extreme,42375.04,5.229170112,-90.7209,29.9467,Americas,Northern America,19.0,21.0,1993
725,United Kingdom,,1993-01-15 00:00:00,1993-01-18 00:00:00,4,0,500,,Snow/Ice Melt,,,large,2044.83,3.912717199,-3.7046300000000003,56.3141,Europe,Northern Europe,150.0,154.0,1993
724,Mexico,United States,1993-01-06 00:00:00,1993-01-20 00:00:00,15,36,11215,164000000,Heavy Rain,,,large,24073.8,5.557635907000001,-116.876,33.0191,Americas,Central America,19.0,13.0,1993
723,Colombia,,1993-01-05 00:00:00,1993-01-05 00:00:00,1,16,0,,Heavy Rain,,,large,26875.51,4.429356714,-76.3694,7.62904,Americas,South America,19.0,5.0,1993
722,Iran,,1993-01-03 00:00:00,1993-01-06 00:00:00,4,10,0,,Heavy Rain,,,large,103106.54,5.615346205,56.2039,27.2447,Asia,Southern Asia,142.0,34.0,1993
721,Fiji,Solomon Islands,1993-01-01 00:00:00,1993-01-03 00:00:00,3,21,10000,64000000,Hurricane/Tropical Storm,,,large,9803.68,4.468510382,178.00099999999998,-17.8368,Oceania,Melanesia,9.0,54.0,1993
720,Zimbabwe,,1992-12-25 00:00:00,1992-12-27 00:00:00,3,1,250,,Heavy Rain,,,extreme,140745.48,5.926585707,30.1524,-20.8141,Africa,Eastern Africa,2.0,14.0,1992
