registerNum,country1,country2,dateBegan,dateEnded,durationDays,peopleDead,peopleDisplaced,damageUsd,mainCause1,mainCause2,mainCause3,severity,affectedSqKm,magnitude,centroidX,centroidY,region,sub_region,region_code,sub_region_code,year,GDPmil,GDPrank,Income Group OECD
2559,China,,9/3/04 0:00,9/9/04 0:00,7,196,500000,470000000,Heavy Rain,,,extreme,72283.7,6.00516841,108.196,30.5736,Asia,Eastern Asia,142,30,2004,10354832,2,Upper middle income
2558,Russia,,8/31/04 0:00,9/1/04 0:00,2,0,500,,Heavy Rain,,,large,831.468,3.220875535,40.7769,44.4962,Europe,Eastern Europe,150,151,2004,1860598,10,High income: nonOECD
2557,United States,,8/30/04 0:00,9/1/04 0:00,3,7,0,62000000,Hurricane/Tropical Storm,,,large,10713.94,4.507070465,-77.6284,37.3684,Americas,Northern America,19,21,2004,17419000,1,High income: OECD
2556,Japan,,8/30/04 0:00,8/31/04 0:00,2,13,5900,124000000,Hurricane/Tropical Storm,,,large,42655.12,4.931001164,132.606,34.7127,Asia,Eastern Asia,142,30,2004,4601461,3,High income: OECD
2555,Vietnam,Cambodia,8/24/04 0:00,10/21/04 0:00,59,34,30000,,Monsoon,,,large,47461.89,6.44719704,105.824,10.3179,Asia,South-Eastern Asia,142,35,2004,186205,55,Lower middle income
2554,Philippines,Taiwan,8/24/04 0:00,9/12/04 0:00,20,67,1058849,23500000,Hurricane/Tropical Storm,,,extreme,38781.5,6.190684594,120.754,15.5474,Asia,South-Eastern Asia,142,35,2004,284777,40,Lower middle income
2553,Nigeria,,8/21/04 0:00,8/23/04 0:00,3,25,3000,,Heavy Rain,,,large,20780.32,4.794773486,11.1989,10.4041,Africa,Western Africa,2,11,2004,568508,22,Lower middle income
2552,Turkey,,8/16/04 0:00,8/17/04 0:00,2,2,100,,Heavy Rain,,,large,16748.57,4.525007728,32.0379,41.2272,Asia,Western Asia,142,145,2004,798429,18,Upper middle income
2551,Japan,South Korea,8/16/04 0:00,8/19/04 0:00,4,15,2400,5000,Hurricane/Tropical Storm,,,large,16535.64,4.820481,133.488,33.8068,Asia,Eastern Asia,142,30,2004,4601461,3,High income: OECD
2550,United States,,8/15/04 0:00,8/16/04 0:00,2,2,0,,Heavy Rain,,,large,582.05,3.065990289,-116.759,36.3928,Americas,Northern America,19,21,2004,17419000,1,High income: OECD
2549,United Kingdom,,8/16/04 0:00,8/17/04 0:00,2,0,150,1000000000,Heavy Rain,,,extreme,140.962,2.751162044,-4.67383,50.68,Europe,Northern Europe,150,154,2004,2988893,5,High income: OECD
2548,Canada,,8/13/04 0:00,8/15/04 0:00,3,1,0,,Heavy Rain,,,large,1448.63,3.63807873,-68.2422,47.3018,Americas,Northern America,19,21,2004,1785387,11,High income: OECD
2547,China,,8/12/04 0:00,8/15/04 0:00,4,164,30000,2200000000,Hurricane/Tropical Storm,,,large,16657.32,4.82366512,120.833,28.418,Asia,Eastern Asia,142,30,2004,10354832,2,Upper middle income
2546,Nigeria,,8/8/04 0:00,8/12/04 0:00,5,65,2500,,Heavy Rain,,,large,5488.44,4.438418925,12.7303,10.0552,Africa,Western Africa,2,11,2004,568508,22,Lower middle income
2545,Nigeria,,8/8/04 0:00,8/10/04 0:00,3,0,15000,,Heavy Rain,,,large,517.871,3.191342847,6.00639,5.5144,Africa,Western Africa,2,11,2004,568508,22,Lower middle income
2544,South Africa,,8/7/04 0:00,8/9/04 0:00,3,0,15000,,Heavy Rain,,,large,199.004,2.775983061,18.5736,-34.0107,Africa,Southern Africa,2,18,2004,350085,33,Upper middle income
2543,Thailand,,8/6/04 0:00,10/3/04 0:00,59,11,60000,,Monsoon,,,extreme,378045.12,7.649425644,103.073,15.3973,Asia,South-Eastern Asia,142,35,2004,404824,29,Upper middle income
2542,Saudi Arabia,,8/3/04 0:00,8/4/04 0:00,2,8,0,,Heavy Rain,,,extreme,4070.77,4.211736557,42.4899,17.3866,Asia,Western Asia,142,145,2004,746249,19,High income: nonOECD
2541,India,Pakistan,8/1/04 0:00,9/8/04 0:00,39,210,100000,,Monsoon,,,large,638379.86,7.396143784,73.7641,21.0247,Asia,Southern Asia,142,34,2004,2048517,9,Lower middle income
2540,China,,8/2/04 0:00,8/3/04 0:00,2,8,0,,Heavy Rain,,,large,19410.64,4.589069851,107.649,41.176,Asia,Eastern Asia,142,30,2004,10354832,2,Upper middle income
2539,Philippines,,7/31/04 0:00,8/13/04 0:00,14,0,80000,,Heavy Rain,,,large,2439.38,4.533407494,124.577,7.02107,Asia,South-Eastern Asia,142,35,2004,284777,40,Lower middle income
2538,Japan,,8/1/04 0:00,8/2/04 0:00,2,1,0,,Heavy Rain,,,large,13375.18,4.427329631,133.5,33.6343,Asia,Eastern Asia,142,30,2004,4601461,3,High income: OECD
2537,United States,,7/29/04 0:00,7/30/04 0:00,2,0,60,5800000,Heavy Rain,,,extreme,274.971,3.041346884,-82.3471,34.7498,Americas,Northern America,19,21,2004,17419000,1,High income: OECD
2536,Thailand,,7/27/04 0:00,8/2/04 0:00,7,3,0,,Heavy Rain,,,large,17191.92,5.080422422,103.937,15.848,Asia,South-Eastern Asia,142,35,2004,404824,29,Upper middle income
2535,United States,,7/28/04 0:00,7/31/04 0:00,4,3,0,17000000,Heavy Rain,,,extreme,21194.51,5.229313367,-97.13,32.6528,Americas,Northern America,19,21,2004,17419000,1,High income: OECD
2534,Slovakia,Poland,7/27/04 0:00,8/10/04 0:00,15,2,1175,,Heavy Rain,,,extreme,16222.47,5.687238234,21.158,48.9664,Europe,Eastern Europe,150,151,2004,,,
2533,China,,7/12/04 0:00,7/30/04 0:00,19,11,0,,Heavy Rain,,,large,106552.73,6.306318182,123.994,42.9703,Asia,Eastern Asia,142,30,2004,10354832,2,Upper middle income
2532,Romania,,7/28/04 0:00,8/2/04 0:00,6,8,2000,40000000,Heavy Rain,,,extreme,17939.35,5.332987949,26.5286,46.3703,Europe,Eastern Europe,150,151,2004,199044,54,Upper middle income
2531,Azerbaijan,,7/22/04 0:00,7/30/04 0:00,9,4,0,,Heavy Rain,,,large,17243.62,5.190870953,46.653,40.7764,Asia,Western Asia,142,145,2004,75198,69,Upper middle income
2530,Vietnam,,7/18/04 0:00,7/28/04 0:00,11,36,0,8300000,Heavy Rain,,,large,12017.51,5.121207177,105.869,22.5609,Asia,South-Eastern Asia,142,35,2004,186205,55,Lower middle income
2529,Georgia,,7/15/04 0:00,7/20/04 0:00,6,1,0,,Heavy Rain,,,large,2163.87,4.113382416,42.6406,42.9478,Asia,Western Asia,142,145,2004,16530,117,Lower middle income
2528,New Zealand,,7/18/04 0:00,7/29/04 0:00,12,2,2850,45000000,Heavy Rain,,,extreme,6966.13,5.223202817,176.898,-38.3926,Oceania,Australia and New Zealand,9,53,2004,199970,53,High income: OECD
2527,China,,7/17/04 0:00,7/30/04 0:00,14,2,135000,51200000,Heavy Rain,,,extreme,86023.99,6.381777614,110.829,27.8758,Asia,Eastern Asia,142,30,2004,10354832,2,Upper middle income
2526,Afghanistan,,7/16/04 0:00,7/19/04 0:00,4,16,300,,Monsoon,,,large,78938.76,5.499350291,69.2846,36.4862,Asia,Southern Asia,142,34,2004,20038,108,Low income
2525,China,,7/16/04 0:00,7/30/04 0:00,15,0,150000,,Heavy Rain,,,large,52796.91,5.898699765,114.77,33.4219,Asia,Eastern Asia,142,30,2004,10354832,2,Upper middle income
2524,South Korea,North Korea,7/15/04 0:00,7/25/04 0:00,11,34,160000,,Monsoon,,,large,102889.49,6.0537637,127.262,36.715,Asia,Eastern Asia,142,30,2004,1410383,13,High income: OECD
2523,Canada,,7/15/04 0:00,7/17/04 0:00,3,0,250,40000000,Heavy Rain,,,extreme,509.144,3.484991881,-78.3305,44.3085,Americas,Northern America,19,21,2004,1785387,11,High income: OECD
2522,China,,7/14/04 0:00,7/27/04 0:00,14,24,82000,,Heavy Rain,,,large,156995.58,6.342015461,110.433,24.0014,Asia,Eastern Asia,142,30,2004,10354832,2,Upper middle income
2521,Japan,,7/13/04 0:00,7/18/04 0:00,6,18,5800,,Heavy Rain,,,large,25357.78,5.18226248,139.188,37.6258,Asia,Eastern Asia,142,30,2004,4601461,3,High income: OECD
2520,United States,,7/12/04 0:00,7/15/04 0:00,4,0,500,30000000,Heavy Rain,,,extreme,2441.81,4.290801855,-74.6219,39.7967,Americas,Northern America,19,21,2004,17419000,1,High income: OECD
2519,Nepal,Bhutan,7/5/04 0:00,8/11/04 0:00,38,185,100000,,Monsoon,,,large,65222.23,6.39417924,86.2525,27.0864,Asia,Southern Asia,142,34,2004,19770,109,Low income
2518,China,,7/4/04 0:00,7/23/04 0:00,20,35,26000,,Heavy Rain,,,large,44796.52,5.952274273,98.8899,26.1245,Asia,Eastern Asia,142,30,2004,10354832,2,Upper middle income
2517,Chile,,6/30/04 0:00,7/1/04 0:00,2,3,9000,,Heavy Rain,,,large,4606.95,3.964443494,-72.7137,-39.6445,Americas,South America,19,5,2004,258062,42,High income: OECD
2516,Philippines,Taiwan,6/29/04 0:00,7/13/04 0:00,15,54,385000,60000000,Hurricane/Tropical Storm,,,extreme,84821.82,6.405628841,121.41,17.5033,Asia,South-Eastern Asia,142,35,2004,284777,40,Lower middle income
2515,China,,6/28/04 0:00,6/30/04 0:00,3,15,0,,Heavy Rain,,,large,14994.27,4.653046582,104.834,28.8637,Asia,Eastern Asia,142,30,2004,10354832,2,Upper middle income
2514,Philippines,,6/28/04 0:00,6/30/04 0:00,3,5,1200,,Heavy Rain,,,large,2079.62,3.79510524,124.576,7.37715,Asia,South-Eastern Asia,142,35,2004,284777,40,Lower middle income
2513,Guam,,6/27/04 0:00,6/28/04 0:00,2,4,500,,Hurricane/Tropical Storm,,,large,646.886,3.111857748,144.722,13.4405,Oceania,Micronesia,9,57,2004,  ,0,High income: nonOECD
2512,Russia,,6/26/04 0:00,7/1/04 0:00,6,0,500,6900000,Heavy Rain,,,large,18008.27,5.033623244,41.045,44.5712,Europe,Eastern Europe,150,151,2004,1860598,10,High income: nonOECD
2511,Russia,,6/23/04 0:00,7/21/04 0:00,29,0,700,,Heavy Rain,,,large,157042.18,6.658414313,134.049,67.4199,Europe,Eastern Europe,150,151,2004,1860598,10,High income: nonOECD
2510,Nicaragua,,6/24/04 0:00,7/20/04 0:00,27,25,18000,11200000,Heavy Rain,,,large,26962.05,5.862116674,-84.8927,13.1133,Americas,Central America,19,13,2004,11806,135,Lower middle income
2509,Nigeria,,6/22/04 0:00,6/25/04 0:00,4,0,300,,Heavy Rain,,,large,8716.04,4.542379206,9.72517,12.4118,Africa,Western Africa,2,11,2004,568508,22,Lower middle income
2508,China,,6/20/04 0:00,6/25/04 0:00,6,27,168000,360000000,Heavy Rain,,,large,92247.56,5.743106138,111.683,28.0894,Asia,Eastern Asia,142,30,2004,10354832,2,Upper middle income
2507,India,Bangladesh,6/20/04 0:00,10/7/04 0:00,110,3000,40000000,,Monsoon,,,extreme,1162598.06,8.407852275,85.8918,25.4989,Asia,Southern Asia,142,34,2004,2048517,9,Lower middle income
2506,Slovakia,,6/19/04 0:00,6/20/04 0:00,2,0,0,,Heavy Rain,,,extreme,750.023,3.477134573,18.0672,48.9058,Europe,Eastern Europe,150,151,2004,,,
2505,Thailand,,6/4/04 0:00,6/21/04 0:00,18,1,4000,,Monsoon,,,large,62813.66,6.053326605,100.168,17.1066,Asia,South-Eastern Asia,142,35,2004,404824,29,Upper middle income
2504,Brazil,,6/17/04 0:00,6/18/04 0:00,2,7,3000,,Dam Failure,,,large,153.021,2.485781031,-35.5898,-7.04642,Americas,South America,19,5,2004,2346076,7,Upper middle income
2503,Nigeria,,6/17/04 0:00,6/18/04 0:00,2,0,0,,Heavy Rain,,,large,337.173,2.828882786,3.48641,6.4901,Africa,Western Africa,2,11,2004,568508,22,Lower middle income
2502,China,,6/14/04 0:00,6/16/04 0:00,3,2,0,,Heavy Rain,,,large,47477.59,5.15360992,106.151,27.1983,Asia,Eastern Asia,142,30,2004,10354832,2,Upper middle income
2501,Romania,,6/13/04 0:00,6/15/04 0:00,3,1,0,,Heavy Rain,,,large,26644.5,4.90272883,27.0369,46.7407,Europe,Eastern Europe,150,151,2004,199044,54,Upper middle income
2500,Russia,,6/12/04 0:00,6/23/04 0:00,12,0,500,,Heavy Rain,Snow/Ice Melt,,large,136392.44,6.213971545,112.632,59.1447,Europe,Eastern Europe,150,151,2004,1860598,10,High income: nonOECD
2499,Mexico,,6/12/04 0:00,6/15/04 0:00,4,1,350,3600000,Heavy Rain,,,large,420.299,3.225618348,-86.8897,20.4286,Americas,Central America,19,13,2004,1294690,15,Upper middle income
2498,United States,,6/10/04 0:00,6/21/04 0:00,12,0,500,9000000,Heavy Rain,,,extreme,28979.14,5.842296735,-88.7195,43.4752,Americas,Northern America,19,21,2004,17419000,1,High income: OECD
2497,Georgia,,6/9/04 0:00,6/12/04 0:00,4,0,0,3000000,Heavy Rain,,,extreme,45909.97,5.564996996,42.4108,42.3494,Asia,Western Asia,142,145,2004,16530,117,Lower middle income
2496,India,,6/9/04 0:00,6/11/04 0:00,3,45,1000,,Monsoon,,,large,8999.41,4.431335293,75.4747,12.1226,Asia,Southern Asia,142,34,2004,2048517,9,Lower middle income
2495,Venezuela,,6/8/04 0:00,10/1/04 0:00,116,0,2500,,Heavy Rain,,,large,90256.29,7.019935467,-67.7953,7.22966,Americas,South America,19,5,2004,381286,31,High income: nonOECD
2494,United States,,6/5/04 0:00,6/10/04 0:00,6,0,200,,Heavy Rain,,,large,114505.27,5.836976726,-97.291,31.0405,Americas,Northern America,19,21,2004,17419000,1,High income: OECD
2493,China,,6/5/04 0:00,6/6/04 0:00,2,3,0,,Heavy Rain,,,large,9845.03,4.29424704,106.888,25.9751,Asia,Eastern Asia,142,30,2004,10354832,2,Upper middle income
2492,Macedonia,,6/4/04 0:00,6/7/04 0:00,4,0,2400,3600000,Heavy Rain,,,large,14374.15,4.759642164,21.2685,42.0117,,,,,2004,11324,137,Upper middle income
2491,United States,,6/3/04 0:00,10/11/04 0:00,131,0,300,20000000,Dam Failure,,,large,607.755,4.900999836,-121.357,37.9526,Americas,Northern America,19,21,2004,17419000,1,High income: OECD
2490,Brazil,,6/1/04 0:00,6/2/04 0:00,2,22,2250,,Heavy Rain,,,large,149.54,2.475787372,-35.7698,-9.68179,Americas,South America,19,5,2004,2346076,7,Upper middle income
2489,China,,5/31/04 0:00,6/1/04 0:00,2,4,0,,Heavy Rain,,,large,2442.19,3.688809444,86.2589,47.8637,Asia,Eastern Asia,142,30,2004,10354832,2,Upper middle income
2488,United States,,5/27/04 0:00,6/1/04 0:00,6,3,0,,Heavy Rain,,,large,59887.68,5.55548874,-83.8407,37.8801,Americas,Northern America,19,21,2004,17419000,1,High income: OECD
2487,China,,5/27/04 0:00,5/28/04 0:00,2,18,0,,Dam Failure,,,large,114.073,2.358212859,109.474,30.2851,Asia,Eastern Asia,142,30,2004,10354832,2,Upper middle income
2486,Dominican Republic,Haiti,5/23/04 0:00,6/1/04 0:00,10,3300,13000,,Heavy Rain,,,large,8904.89,4.949628559,-71.9034,18.5255,Americas,Caribbean,19,29,2004,64138,73,Upper middle income
2485,United States,,5/22/04 0:00,5/26/04 0:00,5,1,150,32000000,Heavy Rain,,,large,117312.56,5.768314516,-90.0126,41.9518,Americas,Northern America,19,21,2004,17419000,1,High income: OECD
2484,Thailand,,5/20/04 0:00,5/23/04 0:00,4,8,0,,Heavy Rain,,,large,531.389,3.327472551,98.6007,17.0271,Asia,South-Eastern Asia,142,35,2004,404824,29,Upper middle income
2483,China,,5/13/04 0:00,5/17/04 0:00,5,7,0,53500000,Heavy Rain,,,large,10939.99,4.737986929,117.428,29.1622,Asia,Eastern Asia,142,30,2004,10354832,2,Upper middle income
2482,United States,,5/13/04 0:00,5/15/04 0:00,3,0,250,,Heavy Rain,,,large,7786.59,4.368468562,-96.5166,30.8453,Americas,Northern America,19,21,2004,17419000,1,High income: OECD
2481,Costa Rica,,5/10/04 0:00,5/11/04 0:00,2,1,1800,,Heavy Rain,,,large,7985.92,4.203354951,-83.3808,10.0137,Americas,Central America,19,13,2004,49553,82,Upper middle income
2480,Indonesia,,5/7/04 0:00,5/11/04 0:00,5,0,10000,,Heavy Rain,,,large,14229.48,4.852159034,116.828,-0.527894,Asia,South-Eastern Asia,142,35,2004,888538,16,Lower middle income
2479,Iran,,5/1/04 0:00,5/1/04 0:00,1,8,0,,Heavy Rain,,,large,1122.78,3.050294668,45.9295,34.4441,Asia,Southern Asia,142,34,2004,425326,28,Upper middle income
2478,United States,,4/30/04 0:00,5/1/04 0:00,2,6,0,,Heavy Rain,,,large,18401.2,4.565876141,-96.95,32.0697,Americas,Northern America,19,21,2004,17419000,1,High income: OECD
2477,Ethiopia,,4/25/04 0:00,4/25/04 0:00,1,7,0,,Heavy Rain,,,large,4312.8,3.634759319,40.7733,11.2164,Africa,Eastern Africa,2,14,2004,55612,80,Low income
2476,United States,,4/24/04 0:00,5/2/04 0:00,9,4,0,3000000,Heavy Rain,,,large,177018.72,6.202261706,-93.2793,35.7496,Americas,Northern America,19,21,2004,17419000,1,High income: OECD
2475,Tanzania,,4/18/04 0:00,4/19/04 0:00,2,0,2600,,Heavy Rain,,,large,1526.96,3.484857656,38.2289,-6.66212,Africa,Eastern Africa,2,14,2004,48057,86,Low income
2474,Vietnam,,4/16/04 0:00,4/17/04 0:00,2,9,0,,Heavy Rain,,,large,3305.11,3.820215914,103.941,21.2792,Asia,South-Eastern Asia,142,35,2004,186205,55,Lower middle income
2473,Bangladesh,India,4/14/04 0:00,5/3/04 0:00,20,12,50000,,Heavy Rain,,,large,29066.34,5.764420345,91.6947,24.8942,Asia,Southern Asia,142,34,2004,172887,56,Lower middle income
2472,Saudi Arabia,,4/14/04 0:00,4/16/04 0:00,3,5,400,,Heavy Rain,,,large,2676.01,3.904608987,42.6602,17.0785,Asia,Western Asia,142,145,2004,746249,19,High income: nonOECD
2471,Russia,,4/14/04 0:00,5/16/04 0:00,33,18,4800,25000000,Heavy Rain,Snow/Ice Melt,,large,264456.02,6.940867397,86.6102,51.9754,Europe,Eastern Europe,150,151,2004,1860598,10,High income: nonOECD
2470,Djibouti,,4/12/04 0:00,4/16/04 0:00,5,53,2000,,Heavy Rain,,,large,375.433,3.273502448,43.1004,11.486,Africa,Eastern Africa,2,14,2004,1589,173,Lower middle income
2469,Bosnia and Herzegovina,Croatia,4/12/04 0:00,5/2/04 0:00,21,0,1200,15200000,Heavy Rain,,,large,104997.2,6.343397012,17.7749,44.8661,Europe,Southern Europe,150,39,2004,18286,111,Upper middle income
2468,Peru,,4/10/04 0:00,4/11/04 0:00,2,1,50,,Heavy Rain,,,large,271.875,2.73539927,-72.5289,-13.1078,Americas,South America,19,5,2004,202596,52,Upper middle income
2467,Kenya,,4/9/04 0:00,5/11/04 0:00,33,50,15000,,Heavy Rain,,,large,268299.25,6.947133399,35.2972,0.087035,Africa,Eastern Africa,2,14,2004,60937,75,Lower middle income
2466,Yemen,,4/8/04 0:00,4/9/04 0:00,2,4,0,,Heavy Rain,,,large,9904.24,4.296851151,44.5352,14.0626,Asia,Western Asia,142,145,2004,35955,93,Lower middle income
2465,Fiji,,4/8/04 0:00,4/18/04 0:00,11,10,2760,2600000,Hurricane/Tropical Storm,,,large,9448.2,5.016741763,177.926,-17.7817,Oceania,Melanesia,9,54,2004,4532,157,Upper middle income
2464,Mexico,,4/4/04 0:00,4/6/04 0:00,3,37,3500,,Heavy Rain,,,large,18401.51,4.741974717,-100.312,28.4909,Americas,Central America,19,13,2004,1294690,15,Upper middle income
2463,Russia,Belarus,3/30/04 0:00,5/5/04 0:00,37,0,1220,,Heavy Rain,Snow/Ice Melt,,large,839987,7.492474289,34.4848,53.4739,Europe,Eastern Europe,150,151,2004,1860598,10,High income: nonOECD
2462,United States,Canada,3/28/04 0:00,4/11/04 0:00,15,0,1000,4500000,Heavy Rain,Snow/Ice Melt,,extreme,30761.93,5.965134834,-97.9994,48.162,Americas,Northern America,19,21,2004,17419000,1,High income: OECD
2461,Australia,,3/27/04 0:00,4/3/04 0:00,8,0,250,,Hurricane/Tropical Storm,,,large,53346.1,5.630192662,120.06,-21.4033,Oceania,Australia and New Zealand,9,53,2004,1454675,12,High income: OECD
2460,Bosnia and Herzegovina,Croatia,3/23/04 0:00,4/3/04 0:00,12,0,0,,Heavy Rain,,,large,47165.16,5.752802558,18.0251,45.289,Europe,Southern Europe,150,39,2004,18286,111,Upper middle income
2459,Papua New Guinea,,3/20/04 0:00,3/31/04 0:00,12,2,4000,,Heavy Rain,,,large,3315.43,4.599721109,145.509,-5.6766,Oceania,Melanesia,9,54,2004,16929,115,Lower middle income
2458,Australia,,3/19/04 0:00,3/27/04 0:00,9,0,0,20000000,Hurricane/Tropical Storm,,,large,120148.25,6.033959959,143.299,-13.875,Oceania,Australia and New Zealand,9,53,2004,1454675,12,High income: OECD
2457,Indonesia,,3/16/04 0:00,3/17/04 0:00,2,1,8000,,Heavy Rain,,,large,1435.96,3.458172338,107.494,-6.93005,Asia,South-Eastern Asia,142,35,2004,888538,16,Lower middle income
2456,Madagascar,,3/7/04 0:00,3/19/04 0:00,13,198,216000,250000000,Hurricane/Tropical Storm,,,large,44233.26,5.7596923,49.3672,-14.3938,Africa,Eastern Africa,2,14,2004,10593,138,Low income
2455,United States,,3/4/04 0:00,3/8/04 0:00,5,0,30,,Heavy Rain,,,large,108613.62,5.734854293,-95.9635,37.1562,Americas,Northern America,19,21,2004,17419000,1,High income: OECD
2454,Malaysia,,3/8/04 0:00,3/13/04 0:00,6,0,12400,,Monsoon,,,large,14015.3,4.924753649,103.354,1.86645,Asia,South-Eastern Asia,142,35,2004,338104,35,Upper middle income
2453,Russia,,3/6/04 0:00,3/11/04 0:00,6,0,1000,,Snow/Ice Melt,,,large,10516.82,4.800035691,39.8068,44.7613,Europe,Eastern Europe,150,151,2004,1860598,10,High income: nonOECD
2452,Canada,,3/6/04 0:00,3/8/04 0:00,3,0,38,,Snow/Ice Melt,,,extreme,86.6257,2.715798007,-73.772,45.3367,Americas,Northern America,19,21,2004,1785387,11,High income: OECD
2451,Brazil,,3/6/04 0:00,3/8/04 0:00,3,4,60000,,Heavy Rain,,,large,2879.29,3.936406664,-38.5546,-3.88165,Americas,South America,19,5,2004,2346076,7,Upper middle income
2450,Turkey,Armenia,3/5/04 0:00,3/9/04 0:00,5,8,3000,,Heavy Rain,Snow/Ice Melt,,large,353750.6,6.247667189,44.585,40.1622,Asia,Western Asia,142,145,2004,798429,18,Upper middle income
2449,Papua New Guinea,,3/5/04 0:00,3/9/04 0:00,5,0,10000,,Heavy Rain,,,large,2011.2,4.002425265,144.544,-5.87694,Oceania,Melanesia,9,54,2004,16929,115,Lower middle income
2448,Mozambique,,3/5/04 0:00,3/19/04 0:00,15,0,100,,Heavy Rain,,,large,3374.3,4.704274951,34.5575,-19.1865,Africa,Eastern Africa,2,14,2004,15938,118,Low income
2447,Australia,,3/5/04 0:00,3/6/04 0:00,2,2,0,,Heavy Rain,,,large,20579.09,4.614456162,153.22,-28.2218,Oceania,Australia and New Zealand,9,53,2004,1454675,12,High income: OECD
2446,United States,,3/5/04 0:00,3/7/04 0:00,3,3,0,,Heavy Rain,,,large,70496.68,5.325289919,-83.7764,37.7875,Americas,Northern America,19,21,2004,17419000,1,High income: OECD
2445,Russia,,3/2/04 0:00,3/5/04 0:00,4,0,0,,Snow/Ice Melt,,,large,1401.54,3.748665488,45.061,51.9038,Europe,Eastern Europe,150,151,2004,1860598,10,High income: nonOECD
2444,Australia,,3/1/04 0:00,3/9/04 0:00,9,0,0,,Hurricane/Tropical Storm,,,extreme,111021.08,6.300677953,116.975,-21.5563,Oceania,Australia and New Zealand,9,53,2004,1454675,12,High income: OECD
2443,Bolivia,Brazil,2/23/04 0:00,4/1/04 0:00,39,0,0,,Heavy Rain,,,large,209386.98,6.91201428,-63.6763,-12.8522,Americas,South America,19,5,2004,32996,98,Lower middle income
2442,Australia,,2/20/04 0:00,3/7/04 0:00,17,0,0,,Heavy Rain,,,large,42115,5.854885726,124.624,-17.9451,Oceania,Australia and New Zealand,9,53,2004,1454675,12,High income: OECD
2441,Australia,,2/18/04 0:00,3/10/04 0:00,22,0,0,,Heavy Rain,,,large,338694.19,6.872230428,134.694,-16.9769,Oceania,Australia and New Zealand,9,53,2004,1454675,12,High income: OECD
2440,Brazil,,2/11/04 0:00,5/5/04 0:00,85,0,0,,Heavy Rain,,,large,139112.79,7.072785986,-50.4819,-11.8781,Americas,South America,19,5,2004,2346076,7,Upper middle income
2439,Indonesia,,2/22/04 0:00,2/25/04 0:00,4,1,3000,,Heavy Rain,,,large,1083.59,3.63692498,99.1245,3.28175,Asia,South-Eastern Asia,142,35,2004,888538,16,Lower middle income
2438,Indonesia,,2/18/04 0:00,2/23/04 0:00,6,5,13000,60000000,Heavy Rain,,,large,284.716,3.232563124,106.838,-6.19397,Asia,South-Eastern Asia,142,35,2004,888538,16,Lower middle income
2437,Indonesia,,2/17/04 0:00,2/25/04 0:00,9,0,4000,200000,Heavy Rain,,,large,3685.68,4.520760135,108.144,-6.40958,Asia,South-Eastern Asia,142,35,2004,888538,16,Lower middle income
2436,Australia,,2/13/04 0:00,2/17/04 0:00,5,0,0,,Heavy Rain,,,large,32950.64,5.216833859,120.087,-21.0923,Oceania,Australia and New Zealand,9,53,2004,1454675,12,High income: OECD
2435,New Zealand,,2/13/04 0:00,2/25/04 0:00,13,2,2500,210000000,Heavy Rain,,,extreme,14841.55,5.586452607,175.533,-40.1531,Oceania,Australia and New Zealand,9,53,2004,199970,53,High income: OECD
2434,Philippines,,2/11/04 0:00,2/25/04 0:00,15,7,20000,,Heavy Rain,,,large,20372.96,5.485145392,125.744,8.22929,Asia,South-Eastern Asia,142,35,2004,284777,40,Lower middle income
2433,Turkey,,1/24/04 0:00,2/14/04 0:00,22,0,0,,Heavy Rain,,,large,23470.4,5.712943172,27.9838,38.1568,Asia,Western Asia,142,145,2004,798429,18,Upper middle income
2432,Iraq,,1/16/04 0:00,2/25/04 0:00,41,0,0,,Heavy Rain,,,large,150236.89,6.789560442,46.1627,30.8406,Asia,Western Asia,142,145,2004,223508,47,Upper middle income
2431,Madagascar,,1/8/04 0:00,2/20/04 0:00,44,6,18000,,Heavy Rain,,,large,176541.44,6.890299341,44.6424,-17.4825,Africa,Eastern Africa,2,14,2004,10593,138,Low income
2430,Namibia,Zambia,2/1/04 0:00,6/2/04 0:00,123,10,40000,,Heavy Rain,,,extreme,615606.17,8.180238071,21.4274,-14.5615,Africa,Southern Africa,2,18,2004,12995,128,Upper middle income
2429,Indonesia,,2/3/04 0:00,2/5/04 0:00,3,4,2400,,Heavy Rain,,,large,26683.32,4.903361119,112.566,-7.63155,Asia,South-Eastern Asia,142,35,2004,888538,16,Lower middle income
2428,United Kingdom,,2/3/04 0:00,2/7/04 0:00,5,0,0,,Heavy Rain,Snow/Ice Melt,,large,385.603,3.285110408,-3.78196,53.1328,Europe,Northern Europe,150,154,2004,2988893,5,High income: OECD
2427,Tanzania,,2/2/04 0:00,2/4/04 0:00,3,4,0,,Heavy Rain,,,large,534.805,3.205316714,38.9875,-10.0803,Africa,Eastern Africa,2,14,2004,48057,86,Low income
2426,Kazahkstan,,1/30/04 0:00,3/2/04 0:00,33,0,2000,,Dam Failure,,,large,64571.92,6.32855764,63.7561,45.1809,,,,,2004,217872,48,Upper middle income
2425,Angola,Namibia,1/27/04 0:00,3/1/04 0:00,35,0,0,,Heavy Rain,,,large,75082.68,6.41960781,15.2262,-16.048,Africa,Middle Africa,2,17,2004,138357,58,Upper middle income
