registerNum,country1,country2,dateBegan,dateEnded,durationDays,peopleDead,peopleDisplaced,damageUsd,mainCause1,mainCause2,mainCause3,severity,affectedSqKm,magnitude,centroidX,centroidY,region,sub_region,region_code,sub_region_code,year,GDPmil,GDPrank,Income Group OECD
3574,Singapore,,11/19/09 0:00,11/20/09 0:00,2,0,0,,Heavy Rain,,,very large,1051.3,3.498847919,103.833,1.4308,Asia,South-Eastern Asia,142,35,2009,307860,36,High income: nonOECD
3573,United Kingdom,,11/19/09 0:00,12/5/09 0:00,17,0,0,,Heavy Rain,,,extreme,106621.91,6.559325375,-1.675,53.9986,Europe,Northern Europe,150,154,2009,2988893,5,High income: OECD
3572,Argentina,,11/14/09 0:00,11/22/09 0:00,9,0,1793,,Heavy Rain,,,large,415044.91,6.572337602,-59.0496,-32.9919,Americas,South America,19,5,2009,537660,24,High income: nonOECD
3571,Spain,,11/15/09 0:00,11/16/09 0:00,2,0,1793,,Heavy Rain,,,large,39815.5,4.90108217,-7.51247,42.5278,Europe,Southern Europe,150,39,2009,1381342,14,High income: OECD
3570,Malaysia,,11/10/09 0:00,11/16/09 0:00,7,0,1793,,Heavy Rain,,,large,14486.49,5.006061211,100.96,5.74257,Asia,South-Eastern Asia,142,35,2009,338104,35,Upper middle income
3569,Tanzania,,11/10/09 0:00,11/13/09 0:00,4,20,0,,Heavy Rain,,,large,194788.3,5.891622859,35.8909,-6.77431,Africa,Eastern Africa,2,14,2009,48057,86,Low income
3568,Brazil,,11/12/09 0:00,11/13/09 0:00,2,3,200,,Heavy Rain,,,large,47896.55,4.981334228,-43.1241,-22.5416,Americas,South America,19,5,2009,2346076,7,Upper middle income
3567,United States,,11/10/09 0:00,11/13/09 0:00,4,0,0,,Hurricane/Tropical Storm,,,large,468142.06,6.272437653,-83.7465,35.1595,Americas,Northern America,19,21,2009,17419000,1,High income: OECD
3566,India,,11/3/09 0:00,11/8/09 0:00,6,70,0,,Heavy Rain,,,very large,35725.31,5.507218515,77.8452,11.4729,Asia,Southern Asia,142,34,2009,2048517,9,Lower middle income
3565,Thailand,,11/7/09 0:00,11/8/09 0:00,2,15,6800,,Monsoon,,,large,63930.73,5.106739659,99.9172,7.47238,Asia,South-Eastern Asia,142,35,2009,404824,29,Upper middle income
3564,Australia,,11/7/09 0:00,11/9/09 0:00,3,0,0,,Heavy Rain,,,large,98552.75,5.470790002,151.64,-30.3895,Oceania,Australia and New Zealand,9,53,2009,1454675,12,High income: OECD
3563,El Salvador,,11/7/09 0:00,11/9/09 0:00,3,192,35000,,Heavy Rain,,,extreme,5541.42,4.521772318,-89.0023,13.7691,Americas,Central America,19,13,2009,25164,106,Lower middle income
3562,Mexico,,11/1/09 0:00,11/12/09 0:00,12,0,200000,,Heavy Rain,,,very large,44315.33,5.901826493,-91.0498,18.484,Americas,Central America,19,13,2009,1294690,15,Upper middle income
3561,United States,,11/1/09 0:00,11/3/09 0:00,3,0,0,,Heavy Rain,,,large,14193.55,4.629212287,-3.12416,55.6621,Americas,Northern America,19,21,2009,17419000,1,High income: OECD
3560,Philippines,,10/30/09 0:00,11/4/09 0:00,6,0,98,,Hurricane/Tropical Storm,,,very large,124931.91,6.050915889,107.665,14.9121,Asia,South-Eastern Asia,142,35,2009,284777,40,Lower middle income
3559,Paraguay,,10/26/09 0:00,10/28/09 0:00,3,0,0,,Heavy Rain,,,large,163340.77,5.690215853,-56.2737,-25.0929,Americas,South America,19,5,2009,30881,101,Upper middle income
3558,Vietnam,,10/23/09 0:00,10/26/09 0:00,4,1,0,,Hurricane/Tropical Storm,,,large,28284.26,5.053604812,107.39,15.5652,Asia,South-Eastern Asia,142,35,2009,186205,55,Lower middle income
3557,Kenya,,10/20/09 0:00,10/28/09 0:00,9,0,2000,,Heavy Rain,,,large,197665.04,6.250172374,40.6773,2.99222,Africa,Eastern Africa,2,14,2009,60937,75,Lower middle income
3556,Niger,,9/21/09 0:00,10/15/09 0:00,25,0,0,,Heavy Rain,,,large,133560.04,6.523616549,8.06092,17.2185,Africa,Western Africa,2,11,2009,8169,144,Low income
3555,Nigeria,,10/20/09 0:00,10/26/09 0:00,7,0,5000,,Heavy Rain,,,large,53018.49,5.569525395,6.5097,5.54356,Africa,Western Africa,2,11,2009,568508,22,Lower middle income
3554,Japan,,10/7/09 0:00,10/9/09 0:00,3,0,5000,,Hurricane/Tropical Storm,,,large,106325.83,5.503760036,138.2,36.425,Asia,Eastern Asia,142,30,2009,4601461,3,High income: OECD
3553,Nepal,,10/4/09 0:00,10/12/09 0:00,9,45,0,,Heavy Rain,,,extreme,129718.42,6.368274155,80.7639,29.8119,Asia,Southern Asia,142,34,2009,19770,109,Low income
3552,Philippines,,10/2/09 0:00,10/17/09 0:00,16,438,40000,,Hurricane/Tropical Storm,,,extreme,34498.77,6.04295359,121.422,17.5757,Asia,South-Eastern Asia,142,35,2009,284777,40,Lower middle income
3551,India,,9/25/09 0:00,10/12/09 0:00,18,303,0,,Heavy Rain,,,extreme,309688.88,7.047228112,78.233,15.7081,Asia,Southern Asia,142,34,2009,2048517,9,Lower middle income
3550,Italy,,10/1/09 0:00,10/2/09 0:00,2,22,0,,Heavy Rain,,,extreme,1227.06,3.69092579,15.733,38.114,Europe,Southern Europe,150,39,2009,2141161,8,High income: OECD
3549,American Samoa,,9/29/09 0:00,9/29/09 0:00,1,100,0,,Tsunami,,,extreme,207343.45,5.617720316,-173.454,-13.8358,Oceania,Polynesia,9,61,2009,  ,0,Upper middle income
3548,Vietnam,,9/28/09 0:00,10/1/09 0:00,4,182,357000,,Hurricane/Tropical Storm,,,extreme,49034.16,5.593588727,107.982,14.9028,Asia,South-Eastern Asia,142,35,2009,186205,55,Lower middle income
3547,Philippines,,9/25/09 0:00,10/1/09 0:00,7,420,200000,,Hurricane/Tropical Storm,,,extreme,25299.26,5.549235854,120.749,14.8722,Asia,South-Eastern Asia,142,35,2009,284777,40,Lower middle income
3546,Spain,,9/27/09 0:00,9/28/09 0:00,2,0,0,,Heavy Rain,,,large,2459.28,3.691837974,-0.145285,38.7733,Europe,Southern Europe,150,39,2009,1381342,14,High income: OECD
3545,Vietnam,,9/25/09 0:00,9/28/09 0:00,4,17,40000,,Heavy Rain,,,very large,47598.33,5.455742966,108.022,15.1885,Asia,South-Eastern Asia,142,35,2009,186205,55,Lower middle income
3544,United States,,9/21/09 0:00,9/28/09 0:00,8,8,220,,Heavy Rain,,,very large,225395.01,6.432125543,-84.8404,34.3646,Americas,Northern America,19,21,2009,17419000,1,High income: OECD
3543,Mexico,,9/10/09 0:00,9/19/09 0:00,10,0,0,,Heavy Rain,,,extreme,33560.99,5.826864759,-95.3112,18.5257,Americas,Central America,19,13,2009,1294690,15,Upper middle income
3542,Ghana,,9/17/09 0:00,9/21/09 0:00,5,0,5000,,Heavy Rain,Dam Failure,,extreme,73811.61,5.868124678,-0.992335,8.85094,Africa,Western Africa,2,11,2009,38617,92,Lower middle income
3541,Indonesia,,9/15/09 0:00,9/16/09 0:00,2,38,0,,Heavy Rain,,,extreme,47760.1,5.281125219,98.5925,2.89095,Asia,South-Eastern Asia,142,35,2009,888538,16,Lower middle income
3540,Nigeria,,9/10/09 0:00,9/18/09 0:00,9,0,3000,,Heavy Rain,,,extreme,64200.98,6.062814163,5.68204,12.2596,Africa,Western Africa,2,11,2009,568508,22,Lower middle income
3539,India,,9/6/09 0:00,9/10/09 0:00,5,0,37000,,Dam Failure,,,extreme,25504.05,5.406609151,88.0605,22.5263,Asia,Southern Asia,142,34,2009,2048517,9,Lower middle income
3538,Mexico,,9/1/09 0:00,9/10/09 0:00,10,0,0,,Heavy Rain,,,large,34563.01,5.538611557,-99.25,19.5,Americas,Central America,19,13,2009,1294690,15,Upper middle income
3537,Philippines,,9/1/09 0:00,9/10/09 0:00,10,9,0,,Hurricane/Tropical Storm,,,extreme,36440.73,5.862617064,121.371,17.2296,Asia,South-Eastern Asia,142,35,2009,284777,40,Lower middle income
3536,Turkey,,9/7/09 0:00,9/10/09 0:00,4,31,0,,Heavy Rain,,,extreme,3687.1,4.469774904,28.9505,41.09,Asia,Western Asia,142,145,2009,798429,18,Upper middle income
3535,Mauritania,,8/10/09 0:00,9/2/09 0:00,24,42,300000,,Heavy Rain,,,large,81300.71,6.29030558,105.155,26.6186,Africa,Western Africa,2,11,2009,5061,154,Lower middle income
3534,China,,8/28/09 0:00,9/1/09 0:00,5,12,118000,,Heavy Rain,,,large,4814280.64,7.381501407,2.93676,16.454,Asia,Eastern Asia,142,30,2009,10354832,2,Upper middle income
3533,Sudan,,8/16/09 0:00,8/22/09 0:00,7,5,80000,,Heavy Rain,,,large,59848.91,5.622154285,32.604,15.9846,Africa,Northern Africa,2,15,2009,73815,70,Lower middle income
3532,Nepal,,8/16/09 0:00,8/22/09 0:00,7,7,6265,,Heavy Rain,,,large,13717.1,4.982360345,88.1319,27.0167,Asia,Southern Asia,142,34,2009,19770,109,Low income
3531,Senegal,,8/24/09 0:00,8/26/09 0:00,3,0,0,,Heavy Rain,,,large,8510.69,4.407086026,-16.8108,14.5762,Africa,Western Africa,2,11,2009,15658,120,Lower middle income
3530,India,,8/18/09 0:00,8/27/09 0:00,10,0,300000,,Monsoon,,,large,72244.8,5.858806593,94.143,26.8177,Asia,Southern Asia,142,34,2009,2048517,9,Lower middle income
3529,India,,8/15/09 0:00,8/27/09 0:00,13,14,1000000,,Dam Failure,Heavy Rain,,large,84897.57,6.042838612,80.7483,27.629,Asia,Southern Asia,142,34,2009,2048517,9,Lower middle income
3528,Sri Lanka,,8/15/09 0:00,8/16/09 0:00,2,0,0,,Heavy Rain,,,large,4744.46,3.977216785,80.6335,8.38404,Asia,Southern Asia,142,34,2009,78824,66,Lower middle income
3527,Laos,,8/10/09 0:00,8/11/09 0:00,2,10,0,,Heavy Rain,,,large,24950.18,4.698103679,104.792,17.8266,Asia,South-Eastern Asia,142,35,2009,,,
3526,Pakistan,,8/15/09 0:00,8/17/09 0:00,3,27,1200,,Heavy Rain,,,very large,30560.13,5.138367711,72.2471,33.9207,Asia,Southern Asia,142,34,2009,243632,44,Lower middle income
3525,United States,,8/4/09 0:00,8/5/09 0:00,2,0,0,,Heavy Rain,,,large,6534.85,4.116265619,-85.6925,37.0741,Americas,Northern America,19,21,2009,17419000,1,High income: OECD
3524,Sierra Leone,,8/9/09 0:00,8/10/09 0:00,2,7,300,,Heavy Rain,,,large,11893.28,4.376331639,-12.7337,8.57029,Africa,Western Africa,2,11,2009,4838,155,Low income
3523,Japan,,8/9/09 0:00,8/10/09 0:00,2,12,2000,,Hurricane/Tropical Storm,,,very large,18366.88,4.741156643,136.225,35.1555,Asia,Eastern Asia,142,30,2009,4601461,3,High income: OECD
3522,Taiwan,,8/9/09 0:00,8/12/09 0:00,4,500,2000000,,Hurricane/Tropical Storm,,,extreme,24905.81,5.299390658,121.009,24.2867,Asia,Eastern Asia,142,30,2009,,,
3521,China,,8/7/09 0:00,8/10/09 0:00,4,0,7250,,Heavy Rain,,,very large,30538,5.262991841,109.773,19.1227,Asia,Eastern Asia,142,30,2009,10354832,2,Upper middle income
3520,Philippines,,8/7/09 0:00,8/8/09 0:00,2,20,173000,,Hurricane/Tropical Storm,,,very large,24556.64,4.867290198,121.443,17.8675,Asia,South-Eastern Asia,142,35,2009,284777,40,Lower middle income
3519,India,,8/1/09 0:00,8/4/09 0:00,4,0,3000,,Dam Failure,,,very large,21198.81,5.104462733,85.5,26.5,Asia,Southern Asia,142,34,2009,2048517,9,Lower middle income
3518,Philippines,,7/25/09 0:00,8/4/09 0:00,11,10,200000,,Heavy Rain,,,very large,36975.16,5.785394006,125.367,7.6518,Asia,South-Eastern Asia,142,35,2009,284777,40,Lower middle income
3517,Turkey,,7/28/09 0:00,7/29/09 0:00,2,0,0,,Heavy Rain,,,large,9640.54,4.285131357,38.1099,40.6971,Asia,Western Asia,142,145,2009,798429,18,Upper middle income
3516,Nepal,,7/26/09 0:00,7/28/09 0:00,3,22,0,,Monsoon,,,large,18726.64,4.749581116,85.7081,28.0015,Asia,Southern Asia,142,34,2009,19770,109,Low income
3515,Japan,,7/26/09 0:00,7/27/09 0:00,2,28,0,,Heavy Rain,,,large,9646.51,4.285400215,130.571,33.2981,Asia,Eastern Asia,142,30,2009,4601461,3,High income: OECD
3514,China,,7/26/09 0:00,8/4/09 0:00,10,22,0,,Heavy Rain,,,large,201114.11,6.303442541,101.18,30.859,Asia,Eastern Asia,142,30,2009,10354832,2,Upper middle income
3513,Turkey,,7/20/09 0:00,7/22/09 0:00,3,0,3000,,Heavy Rain,,,large,13171.48,4.596755831,38.1609,40.6869,Asia,Western Asia,142,145,2009,798429,18,Upper middle income
3512,Japan,,7/20/09 0:00,7/22/09 0:00,3,16,400,,Heavy Rain,,,very large,11850.39,4.726945157,131.888,34.5636,Asia,Eastern Asia,142,30,2009,4601461,3,High income: OECD
3511,Mongolia,,7/16/09 0:00,7/19/09 0:00,4,26,300,,Heavy Rain,,,extreme,138925.64,6.045872393,101.935,47.8205,Asia,Eastern Asia,142,30,2009,12016,133,Upper middle income
3510,United Kingdom,,7/18/09 0:00,7/19/09 0:00,2,0,0,,Heavy Rain,,,large,3358.7,3.82720121,-1.82408,54.3622,Europe,Northern Europe,150,154,2009,2988893,5,High income: OECD
3509,Austria,,7/16/09 0:00,7/19/09 0:00,4,0,0,,Heavy Rain,,,large,2765.43,4.043822661,15.7089,47.4021,Europe,Western Europe,150,155,2009,436888,27,High income: OECD
3508,Pakistan,,7/17/09 0:00,7/19/09 0:00,3,26,0,,Heavy Rain,,,large,10367.35,4.492789015,67.1852,24.8786,Asia,Southern Asia,142,34,2009,243632,44,Lower middle income
3507,Bosnia and Herzegovina,,7/7/09 0:00,7/15/09 0:00,9,0,0,,Heavy Rain,,,large,6060.99,4.736786077,17.4846,44.8711,Europe,Southern Europe,150,39,2009,18286,111,Upper middle income
3506,Philippines,,7/16/09 0:00,7/18/09 0:00,3,5,0,,Hurricane/Tropical Storm,,,large,47243.51,5.151463411,121.346,17.1225,Asia,South-Eastern Asia,142,35,2009,284777,40,Lower middle income
3505,Burma/Myanmar,,7/12/09 0:00,7/17/09 0:00,6,0,300,,Heavy Rain,,,large,136568.23,5.913500931,101.833,4.54934,Asia,South-Eastern Asia,142,35,2009,64330,72,Lower middle income
3504,India,,7/11/09 0:00,7/17/09 0:00,7,0,0,,Heavy Rain,,,large,63616.23,5.648665969,74.7271,15.3059,Asia,Southern Asia,142,34,2009,2048517,9,Lower middle income
3503,South Africa,,7/12/09 0:00,7/16/09 0:00,5,11,20000,,Heavy Rain,,,large,32700.21,5.213520546,18.9236,-33.068,Africa,Southern Africa,2,18,2009,350085,33,Upper middle income
3502,Mexico,,7/14/09 0:00,7/16/09 0:00,3,11,0,,Heavy Rain,,,large,51611.74,5.189869756,-96.9696,16.4489,Americas,Central America,19,13,2009,1294690,15,Upper middle income
3501,Ghana,,7/6/09 0:00,7/17/09 0:00,12,5,300,,Heavy Rain,,,large,77546.62,5.968744119,-1.03826,6.20262,Africa,Western Africa,2,11,2009,38617,92,Lower middle income
3499,Benin,,7/1/09 0:00,7/17/09 0:00,17,0,3000,,Heavy Rain,,,large,55064.21,0,2.38057,8.28454,Africa,Western Africa,2,11,2009,9575,140,Low income
3498,China,,7/1/09 0:00,7/6/09 0:00,6,20,700000,,Heavy Rain,,,very large,542051.73,6.688283244,112.712,25.3072,Asia,Eastern Asia,142,30,2009,10354832,2,Upper middle income
3497,India,,7/1/09 0:00,7/6/09 0:00,6,0,500000,,Heavy Rain,,,large,99876.58,5.777614913,84.7692,20.2249,Asia,Southern Asia,142,34,2009,2048517,9,Lower middle income
3496,Bangladesh,,7/3/09 0:00,7/6/09 0:00,4,6,0,,Heavy Rain,,,large,128962.3,5.712522761,93.8215,27.481,Asia,Southern Asia,142,34,2009,172887,56,Lower middle income
3495,Vietnam,,7/3/09 0:00,7/6/09 0:00,4,20,700000,,Heavy Rain,,,large,49031.89,5.292538625,89.0861,25.2562,Asia,South-Eastern Asia,142,35,2009,186205,55,Lower middle income
3494,Botswana,,5/10/09 0:00,7/1/09 0:00,53,0,0,,Heavy Rain,,,large,69855.97,6.568479397,104.302,20.674,Africa,Southern Africa,2,18,2009,15813,119,Upper middle income
3493,Czech Republic,,6/21/09 0:00,6/28/09 0:00,8,13,0,,Heavy Rain,,,very large,571677.32,6.836332209,23.312,-16.6984,Europe,Eastern Europe,150,151,2009,205270,51,High income: OECD
3492,Austria,,6/19/09 0:00,6/24/09 0:00,6,0,0,,Heavy Rain,,,large,47134.92,5.451494025,18.0255,50.1269,Europe,Western Europe,150,155,2009,436888,27,High income: OECD
3491,Guatemala,,6/19/09 0:00,6/22/09 0:00,4,0,0,,Heavy Rain,,,large,12251.46,4.690247838,14.7394,48.3716,Americas,Central America,19,13,2009,58827,76,Lower middle income
3490,China,,6/19/09 0:00,6/22/09 0:00,4,8,106000,,Heavy Rain,,,large,127036.56,5.705988716,-88.6419,13.4179,Asia,Eastern Asia,142,30,2009,10354832,2,Upper middle income
3489,United States,,6/20/09 0:00,6/22/09 0:00,3,0,0,59000000,Heavy Rain,,,large,82900.06,5.3956761,110.283,26.8483,Americas,Northern America,19,21,2009,17419000,1,High income: OECD
3488,Cote d'Ivoire,,6/10/09 0:00,6/12/09 0:00,3,18,0,,Heavy Rain,,,large,33319.22,4.999816081,-84.5801,42.2942,,,,,2009,,,
3487,Ghana,,6/20/09 0:00,6/22/09 0:00,3,5,0,,Heavy Rain,,,large,10724.02,4.50747887,-4.20195,5.56989,Africa,Western Africa,2,11,2009,38617,92,Lower middle income
3486,Bangladesh,,5/25/09 0:00,5/26/09 0:00,2,115,20000,,Hurricane/Tropical Storm,,,very large,9340.14,4.447474641,-0.099363,5.73317,Asia,Southern Asia,142,34,2009,172887,56,Lower middle income
3485,Tajikistan,,4/20/09 0:00,5/15/09 0:00,26,21,15000,,Heavy Rain,,,very large,27819.11,6.035407839,89.0861,22.164,Asia,Central Asia,142,143,2009,9242,141,Lower middle income
3484,Haiti,,5/15/09 0:00,5/21/09 0:00,7,21,0,,Heavy Rain,,,very large,13738.76,5.159136836,-81.2123,28.9812,Americas,Caribbean,19,29,2009,8713,142,Low income
3483,United States,,5/18/09 0:00,5/21/09 0:00,4,0,0,,Heavy Rain,,,very large,5754.23,4.538138467,-72.3336,19.5616,Americas,Northern America,19,21,2009,17419000,1,High income: OECD
3482,China,,5/19/09 0:00,5/21/09 0:00,3,0,0,,Heavy Rain,,,large,62468.65,5.272783375,71.2878,38.5131,Asia,Eastern Asia,142,30,2009,10354832,2,Upper middle income
3481,Australia,,5/19/09 0:00,5/28/09 0:00,10,0,16000,,Heavy Rain,,,very large,201149.89,6.479611058,111.232,25.7563,Oceania,Australia and New Zealand,9,53,2009,1454675,12,High income: OECD
3480,Afghanistan,,5/11/09 0:00,5/13/09 0:00,3,0,0,,Heavy Rain,,,large,68691.95,5.3140271,152.738,-29.047,Asia,Southern Asia,142,34,2009,20038,108,Low income
3479,United States,,5/3/09 0:00,5/10/09 0:00,8,0,0,,Heavy Rain,,,extreme,58894.07,5.974191551,64.3991,34.88,Americas,Northern America,19,21,2009,17419000,1,High income: OECD
3478,Philippines,,5/3/09 0:00,5/8/09 0:00,6,47,65000,,Hurricane/Tropical Storm,,,very large,16459.25,5.170652551,-81.2838,37.6558,Asia,South-Eastern Asia,142,35,2009,284777,40,Lower middle income
3477,United States,,5/1/09 0:00,6/7/09 0:00,38,0,0,,Snow/Ice Melt,,,very large,21367.43,6.085627146,121.356,18.0205,Americas,Northern America,19,21,2009,17419000,1,High income: OECD
3476,Brazil,,4/22/09 0:00,5/14/09 0:00,23,39,408000,,Heavy Rain,,,extreme,484756.54,7.348281509,-142.302,65.4351,Americas,South America,19,5,2009,2346076,7,Upper middle income
3475,United States,,4/20/09 0:00,4/29/09 0:00,10,5,0,,Heavy Rain,,,very large,524373.36,6.895731879,-45.432,-3.1864,Americas,Northern America,19,21,2009,17419000,1,High income: OECD
3474,Indonesia,,4/17/09 0:00,4/27/09 0:00,11,0,20000,,Heavy Rain,,,large,6812.65,4.874708763,-95.5153,29.6701,Asia,South-Eastern Asia,142,35,2009,888538,16,Lower middle income
3473,Burundi,,4/12/09 0:00,4/15/09 0:00,4,0,8000,,Heavy Rain,,,large,9797.19,4.593161522,116.937,-0.298253,Africa,Eastern Africa,2,14,2009,3094,164,Low income
3472,Afghanistan,,4/6/09 0:00,4/30/09 0:00,25,0,1200,,Heavy Rain,,,very large,11707.88,5.64250953,29.7516,-3.26804,Asia,Southern Asia,142,34,2009,20038,108,Low income
3471,Canada,,4/1/09 0:00,4/9/09 0:00,9,0,200,,Snow/Ice Melt,,,large,88516.93,5.901268852,63.5929,33.0736,Americas,Northern America,19,21,2009,1785387,11,High income: OECD
3470,United States,,4/6/09 0:00,4/9/09 0:00,4,0,1000,,Heavy Rain,,,extreme,20493.67,5.214709726,-67.6289,47.1571,Americas,Northern America,19,21,2009,17419000,1,High income: OECD
3469,Australia,,3/30/09 0:00,3/31/09 0:00,2,0,0,,Heavy Rain,,,very large,82061.7,5.391261764,-85.2333,30.8386,Oceania,Australia and New Zealand,9,53,2009,1454675,12,High income: OECD
3468,Zambia,,2/27/09 0:00,4/25/09 0:00,58,150,54000,,Heavy Rain,,,extreme,56500.67,6.816511587,151.35,-32.4557,Africa,Eastern Africa,2,14,2009,27066,103,Lower middle income
3467,Indonesia,,3/27/09 0:00,3/27/09 0:00,1,99,1600,240000000,Dam Failure,Heavy Rain,,large,1148027.26,6.059952201,24.2305,-18.7599,Asia,South-Eastern Asia,142,35,2009,888538,16,Lower middle income
3466,Indonesia,,3/30/09 0:00,3/31/09 0:00,2,0,1000,,Heavy Rain,,,large,19203.9,4.584419431,106.364,-6.5542,Asia,South-Eastern Asia,142,35,2009,888538,16,Lower middle income
3465,United States,,3/24/09 0:00,4/20/09 0:00,28,0,5000,,Snow/Ice Melt,Heavy Rain,,extreme,44401.17,6.395582441,100.731,-1.20654,Americas,Northern America,19,21,2009,17419000,1,High income: OECD
3464,Malaysia,,3/17/09 0:00,3/19/09 0:00,3,1,330,,Heavy Rain,,,large,39742.02,5.076371192,-97.0308,48.2491,Asia,South-Eastern Asia,142,35,2009,338104,35,Upper middle income
3463,Angola,,3/1/09 0:00,3/19/09 0:00,19,90,20000,,Heavy Rain,,,large,15410.67,5.466575122,114.671,4.27379,Africa,Middle Africa,2,17,2009,138357,58,Upper middle income
3462,Mozambique,,3/4/09 0:00,3/9/09 0:00,6,0,0,,Heavy Rain,,,large,187933.27,6.052154921,16.6784,-17.076,Africa,Eastern Africa,2,14,2009,15938,118,Low income
3461,United States,,3/6/09 0:00,3/13/09 0:00,8,0,0,,Heavy Rain,,,large,29982.11,5.37995218,32.1703,-25.1179,Americas,Northern America,19,21,2009,17419000,1,High income: OECD
3460,South Africa,,2/28/09 0:00,3/3/09 0:00,4,5,300,,Heavy Rain,,,large,94116.41,5.575725344,-91.0096,41.6768,Africa,Southern Africa,2,18,2009,350085,33,Upper middle income
3459,Indonesia,,2/23/09 0:00,3/9/09 0:00,15,1,20000,,Heavy Rain,,,very large,56344.38,6.103033122,30.8028,-29.4144,Asia,South-Eastern Asia,142,35,2009,888538,16,Lower middle income
3458,Bolivia,,2/12/09 0:00,2/23/09 0:00,12,0,0,,Heavy Rain,,,large,21570.89,5.41304931,121.978,0.814144,Americas,South America,19,5,2009,32996,98,Lower middle income
3457,Bosnia and Herzegovina,,2/1/09 0:00,2/16/09 0:00,16,0,0,,Heavy Rain,,,large,167873.59,6.429102361,-62.618,-18.7599,Europe,Southern Europe,150,39,2009,18286,111,Upper middle income
3456,Costa Rica,,2/5/09 0:00,2/16/09 0:00,12,0,0,,Heavy Rain,,,large,20487.47,5.390669577,18.1786,43.5036,Americas,Central America,19,13,2009,49553,82,Upper middle income
3455,Angola,,2/14/09 0:00,2/16/09 0:00,3,2,415,,Heavy Rain,,,large,7231.78,4.336366461,-83.2841,10.0501,Africa,Middle Africa,2,17,2009,138357,58,Upper middle income
3454,Peru,,2/15/09 0:00,2/17/09 0:00,3,1,300,,Heavy Rain,,,large,61811.59,5.26819117,14.1475,-9.84036,Americas,South America,19,5,2009,202596,52,Upper middle income
3453,Colombia,,2/15/09 0:00,2/17/09 0:00,3,6,10000,,Heavy Rain,,,large,85604.33,5.409616987,-74.4359,-13.5756,Americas,South America,19,5,2009,377740,32,Upper middle income
3452,Brazil,,2/12/09 0:00,2/16/09 0:00,5,0,3000,,Heavy Rain,,,very large,72654.16,5.736321749,-76.5144,4.36564,Americas,South America,19,5,2009,2346076,7,Upper middle income
3451,Solomon Islands,,2/12/09 0:00,2/16/09 0:00,5,13,3000,,Heavy Rain,,,very large,109293.46,5.913655438,-46.9628,-24.1892,Oceania,Melanesia,9,54,2009,1158,178,Lower middle income
3450,United States,,2/9/09 0:00,2/10/09 0:00,2,0,1000,,Heavy Rain,Snow/Ice Melt,,very large,117999.31,5.549000722,158.657,-8.14626,Americas,Northern America,19,21,2009,17419000,1,High income: OECD
3449,Argentina,,2/9/09 0:00,2/10/09 0:00,2,9,0,,Heavy Rain,,,very large,47811.61,5.156654623,-122.912,46.9122,Americas,South America,19,5,2009,537660,24,High income: nonOECD
3448,United Kingdom,,2/7/09 0:00,2/12/09 0:00,6,0,0,,Heavy Rain,Snow/Ice Melt,,very large,225551.03,6.307487324,-64.2917,-24.1484,Europe,Northern Europe,150,154,2009,2988893,5,High income: OECD
3447,Dominican Republic,,2/2/09 0:00,2/12/09 0:00,11,5,10000,,Heavy Rain,,,large,76952.38,5.927614741,-1.27299,52.5048,Americas,Caribbean,19,29,2009,64138,73,Upper middle income
3446,Morocco,,2/1/09 0:00,2/12/09 0:00,12,24,2000,,Heavy Rain,,,very large,15152.49,5.435756511,-70.0833,19.2809,Africa,Northern Africa,2,15,2009,110009,61,Lower middle income
3445,Philippines,,2/7/09 0:00,2/9/09 0:00,3,5,0,,Heavy Rain,,,extreme,188226.85,6.052832825,-6.1614,32.6552,Asia,South-Eastern Asia,142,35,2009,284777,40,Lower middle income
3444,Malaysia,,2/2/09 0:00,2/12/09 0:00,11,0,2000,,Heavy Rain,,,large,8472.93,4.969426304,122.968,9.897,Asia,South-Eastern Asia,142,35,2009,338104,35,Upper middle income
3443,Indonesia,,1/28/09 0:00,2/2/09 0:00,6,18,12000,,Heavy Rain,,,large,52061.79,5.494670346,113.773,3.3451,Asia,South-Eastern Asia,142,35,2009,888538,16,Lower middle income
3442,Madagascar,,1/22/09 0:00,1/29/09 0:00,8,3,3000,,Hurricane/Tropical Storm,,,large,60608.98,5.685626962,120.264,-2.63531,Africa,Eastern Africa,2,14,2009,10593,138,Low income
3441,Algeria,,1/26/09 0:00,1/27/09 0:00,2,33,0,,Heavy Rain,,,large,207786.65,5.618647637,46.5192,-17.6884,Africa,Northern Africa,2,15,2009,213518,49,Upper middle income
3440,Australia,,1/26/09 0:00,2/27/09 0:00,33,0,400,,Hurricane/Tropical Storm,Heavy Rain,,extreme,132806.58,6.942763529,0.706865,29.6139,Oceania,Australia and New Zealand,9,53,2009,1454675,12,High income: OECD
3439,Australia,,1/22/09 0:00,2/2/09 0:00,12,0,0,,Heavy Rain,,,large,477523.5,6.758175995,120.56,-20.1071,Oceania,Australia and New Zealand,9,53,2009,1454675,12,High income: OECD
3438,Philippines,,1/26/09 0:00,1/27/09 0:00,2,5,200,,Heavy Rain,,,large,427405.5,5.931870102,150.686,-29.4144,Asia,South-Eastern Asia,142,35,2009,284777,40,Lower middle income
3437,Brazil,,1/20/09 0:00,1/27/09 0:00,8,11,0,,Heavy Rain,,,large,17181.28,5.138145502,124.958,7.12112,Americas,South America,19,5,2009,2346076,7,Upper middle income
